NOME-DO-EVENTO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,LOCAL-DO-EVENTO,CIDADE-DO-EVENTO,NOME-DO-EVENTO-INGLES,PARTICIPACAO-EM-CONGRESSO_Id
"2017 IEEE/ACM 3rd International Workshop on Rapid Continuous Software Engineering (RCoSE)","","","","Buenos Aires","",0
"16th International Conference on Evaluation & Assessment in Software Engineering","","","","Ciudad Real","",1
"XVII Iberoamerican Conference on Software Engineering (CIbSE)","","","","Pucón, Chile","",2
"VII Experimental Software Engineering Latin American Workshop","","","","Goiania","",3
"XVI Ibero-American Conference on Software Engineering","","","","Buenos Aires","",4
"39th International Conference on Software Engineering","","","","Buenos Aires","",5
"XIV Congresso Ibero-Americano em Engenharia de Software (CIbSE)","","","","Rio de Janeiro, RJ","",6
