PARTICIPACAO-EM-PROJETO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADES-DE-PARTICIPACAO-EM-PROJETO_Id
0,"18","ATUAL","","2000","","","007901000997","Instituto de Computação","","",0
1,"21","ANTERIOR","","2010","","2013","007901000997","Instituto de Computação","","",0
2,"22","ANTERIOR","","2012","","2013","007902000990","Núcleo de Informática Aplicada à Educação","","",0
3,"23","ATUAL","","2015","","","007901000997","Instituto de Computação","","",0
4,"24","ANTERIOR","","2014","","2015","007901000997","Instituto de Computação","","",0
5,"25","ATUAL","","2016","","","007901000997","Instituto de Computação","","",0
6,"26","ATUAL","","2017","","","007901000997","Instituto de Computação","","",0
7,"19","ANTERIOR","","2009","","2014","007901000997","Instituto de Computação","","",0
