NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-OFICINA_Id
"Oficina","e-Cidadania: Systems and Methods for the Constitution of a Culture mediated by Information and Communication Technology","2008","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",0
"Oficina","e-Cidadania: Systems and Methods for the Constitution of a Culture mediated by Information and Communication Technology","2008","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",1
"Oficina","Design - indicating through signs","2004","Austria","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","Design - indicating through signs","NAO",2
