SEQUENCIA-HISTORICO,TIPO-DE-VINCULO,ENQUADRAMENTO-FUNCIONAL,CARGA-HORARIA-SEMANAL,FLAG-DEDICACAO-EXCLUSIVA,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,OUTRAS-INFORMACOES,FLAG-VINCULO-EMPREGATICIO,OUTRO-VINCULO-INFORMADO,OUTRO-ENQUADRAMENTO-FUNCIONAL-INFORMADO,OUTRO-ENQUADRAMENTO-FUNCIONAL-INFORMADO-INGLES,OUTRAS-INFORMACOES-INGLES,ATUACAO-PROFISSIONAL_Id
"1","LIVRE","PROFESSOR_TITULAR","40","SIM","1","1977","","","","NAO","Dedicação Exclusiva","","","",0
"1","LIVRE","LIVRE","","NAO","01","2008","01","2010","Interdisciplinary Studies in Computer Science
Scientific Committee

[ revista descontinuada]","SIM","Membro de corpo editorial","","","",1
"1","LIVRE","LIVRE","","NAO","12","2006","","","Elsevier IJHCS","SIM","Revisor de periódico","","","",2
"1","LIVRE","LIVRE","","NAO","11","2013","","","ISSN 2318-8839

http://www.nied.unicamp.br/ojs/index.php/tsc/issue/current","SIM","Membro de corpo editorial","","","",3
"1","LIVRE","LIVRE","","NAO","07","2009","","","ISSN 01239678

Centro de Investigaciones, desarrollo e innovación 
Facultad de Ingeniería CIFI Universidad de Manizales Colombia","SIM","Membro de corpo editorial","","","",4
