NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",42
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",43
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",44
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",45
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",46
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",47
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",48
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",49
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",50
"CIENCIAS_HUMANAS","Educação","","",66
"CIENCIAS_HUMANAS","Educação","","",67
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Engenharia de Software",68
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",69
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",70
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",71
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",72
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",73
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",74
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","",86
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","",87
"CIENCIAS_HUMANAS","Educação","","",88
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","Engenharia de Software",92
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","Sistemas de Informação",139
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Semiótica Em Sistemas de Informação","",146
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",147
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",152
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",155
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Semiótica Em Sistemas de Informação","",158
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",160
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Semiótica Organizacional",172
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",178
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Semiótica Organizacional",187
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Semiótica Organizacional",188
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",198
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","",205
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",206
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","Interação Humano Computador",210
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","",211
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",214
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",249
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",303
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",306
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",319
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","",333
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",336
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","",337
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Semiótica Organizacional",354
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",358
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",377
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",385
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","",389
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","",403
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Semiótica Organizacional",429
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",430
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",444
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",445
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",480
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",481
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",482
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",483
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",484
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",485
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",492
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Design de Interfaces","",499
"CIENCIAS_HUMANAS","Educação","Informática Aplicada à Educação","",505
