ENSINO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,TIPO-ENSINO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,NOME-CURSO-INGLES,ATIVIDADES-DE-ENSINO_Id
0,"2","ATUAL","GRADUACAO","3","1977","","","","","90000002","Engenharia de Computação","",0
1,"5","ATUAL","POS-GRADUACAO","8","1993","","","","","33070059","Ciência da Computação","Computer Science",0
