NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,OUTRAS-PARTICIPACOES-EM-EVENTOS-CONGRESSOS_Id
"Outra","Internet of [Human]Things","2015","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",0
"Outra","Narrativas e interação humano-artefato digital","2015","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",1
"Outra","Tecnologia, modos de interação e ambientes de aprendizagem: revisitando o construcionismo","2015","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",2
"Outra","Desenho Universal, Tecnologias Assistivas e Acessibilidade: impacto e perspectivas","2012","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",3
