APRESENTACAO-DE-TRABALHO_Id,SEQUENCIA-PRODUCAO,DEMAIS-TIPOS-DE-PRODUCAO-TECNICA_Id
0,"268",0
1,"269",0
2,"295",0
3,"619",0
4,"620",0
5,"621",0
6,"622",0
7,"623",0
8,"625",0
9,"627",0
10,"628",0
11,"629",0
12,"632",0
13,"633",0
14,"634",0
15,"624",0
