SEQUENCIA-ESPECIFICACAO,DISCIPLINA_Text,ENSINO_Id
"1","PROGRAMACAO SISTEMATICA; ESTRUTURAS DE DADOS; LINGUAGENS DE PROGRAMACAO.",0
"2","Projeto de Interfaces",0
"3","Design e Avaliação de Interfaces",0
"4","Engenharia de Software",0
"1","Fatores Humanos em Sistemas Computacionais",1
"2","Projeto de Interfaces",1
"3","Introdução à Inteligência Artificial",1
"4","Semiótica em Sistemas de Informação",1
"5","Tópicos Especiais em Interfaces de Usuário",1
