NATUREZA,TIPO,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-MESTRADO_Id
"Dissertação de mestrado","NAO_INFORMADO","Computação Afetiva ? Tecnologias e Aplicações (provisório)","2015","Brasil","Português","","","",0
"Dissertação de mestrado","ACADEMICO","Uma investigação sobre a construção de ambientes computacionais de suporte à participação política de pessoas lésbicas, gays, bissexuais e transgêneras (LGBT)","2016","Brasil","Português","","","",1
"Dissertação de mestrado","NAO_INFORMADO","Construindo e Experimentando dispositivos para IoT (provisório)","2015","Brasil","Português","","","",2
"Dissertação de mestrado","ACADEMICO","Ferramentas de colaboração - o paradigma móvel e NUI [provisório]","2014","Brasil","Português","","","",3
