NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SEMINARIO_Id
"Seminário","Design Centrado no Usuário","2008","Brasil","","NAO_INFORMADO","http://www.cnptia.embrapa.br/infodigital/","NAO","Conferencista","Convidado","","","NAO",0
"Seminário","Iniciativas e Casos de Sucesso de Inclusão Digital, Acessibilidade e Empreendedorismo","2008","Brasil","","NAO_INFORMADO","www.forumcampinas.org.br","NAO","Conferencista","Convidado","","Iniciativas e Casos de Sucesso de Inclusão Digital, Acessibilidade e Empreendedorismo","NAO",1
"Seminário","Acesso Universal do Cidadão às Tecnologias Digitais","2010","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",2
"Seminário","Cultura e Interatividade na Sociedade Tecnológica Pós-Moderna: e-Cidadania","2008","Brasil","","NAO_INFORMADO","http://www.cori.unicamp.br/foruns","NAO","Conferencista","Convidado","","Cultura e Interatividade na Sociedade Tecnológica Pós-Moderna: e-Cidadania","NAO",3
