SEQUENCIA-FORMACAO,NIVEL,CARGA-HORARIA,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,NOME-CURSO-INGLES,FORMACAO-COMPLEMENTAR_Id
"20","F","32","000200000993","Universidade de Oxford","","","90000004","Translating And Being Tranlated (c/ Umberto Eco)","CONCLUIDO","2002","2002","",0
