TIPO-PRODUTO,NATUREZA,TITULO-DO-PRODUTO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-PRODUTO-INGLES,FLAG-POTENCIAL-INOVACAO,PRODUTO-TECNOLOGICO_Id
"PROTOTIPO","EQUIPAMENTO","Artefato Físico de interação de televisão digital","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",0
