CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"NAO_INFORMADO","SIMPOSIO INTERNACIONAL DE INFORMATICA Y EDUCACION","","","","","","","0","0","","","SAN MIGUEL DE TUCUMA - ARGENTI","",0
"NAO_INFORMADO","THE SECOND INTERNATIONAL LOGO CONFRERENCE","","","","","","","0","0","","","CAMBRIDGE - USA","",1
"NAO_INFORMADO","ANAIS 16 JAIIO-JORNADAS ARG. DE INFORMATICA E INVESTIGACION OPERATIVA.","","","","","","","0","0","","","BUENOS AIRES - ARGENTINA","",2
"NAO_INFORMADO","IV CONGRESSO INTERNACIONAL LOGO","","","","","","","0","0","","","SANTIAGO - CHILE","",3
"NAO_INFORMADO","III CONGRESSO INTERNACIONAL LOGO","","","","","","","0","0","","","NOVO HAMBURGO - RGS - BRASIL","",4
"NAO_INFORMADO","VII SEM. INTEGR. DE SOFTWARE E HARDWARE","","","","","","","0","0","","","CAMPINAS - SP - BRASIL","",5
"NAO_INFORMADO","XXXIV REUNIAO DA SBPC","","","","","","","0","0","","","CAMPINAS - SP - BRASIL","",6
"NAO_INFORMADO","XVI CONGRESSO NACIONAL DE INFORMATICA","","","","","","","0","0","","","CAMPINAS - SP - BRASIL","",7
"NAO_INFORMADO","V COMITE INTERAMERICANO DE EDUCACAO MATEM.","","","","","","","0","0","","","CAMPINAS - SP - BRASIL","",8
"NAO_INFORMADO","XXXIV REUNIAO ANUAL SBPC","","","","","","","0","0","","","CAMPINAS","",9
"NAO_INFORMADO","V SBIE","","","V Simpósio Brasileiro de Informática na Educação","","","","25","37","","","Porto Alegre - RGS - Brasil","",10
"NAO_INFORMADO","VI SBIE","","","VI Simpósio Brasileiro de Informática na Educação","","","","154","165","","","","",11
"NAO_INFORMADO","WCCE´95","","","Proceedings of The World Conference on Computers in Education","","","","119","126","","","","",12
"NAO_INFORMADO","VI SBIE","","","VI Simpósio Brasileiro de I|nformática na Educação","","","","1","14","","","Florianópolis, SC - Brasil","",13
"NAO_INFORMADO","RIBIE´96","","","Memorias III Congreso Iberoamericano de Informática Educativa","","","","513","525","","","Barranquilla - Colombia","",14
"NAO_INFORMADO","VII SBIE","","","VII Simpósio Brasileiro de Informática na Educação","","","","265","276","","","Belo Horizonte - MG - Brasil","",15
"NAO_INFORMADO","PEG´97","","","Proceedings of The Eighth International PEG Conference","","","","74","81","","","Sozopol - Bulgaria","",16
"NAO_INFORMADO","AIED´97","","","Proceedings of the Artificial Intelligence in Education - Knowledge and Media in Learning Systems","","","","426","433","","","Kobe - Japan","",17
