NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_HUMANAS","Educação","Tópicos Específicos de Educação","",0
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","","",1
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Informática Aplicada à Educação","",4
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","Engenharia de Software",13
"CIENCIAS_HUMANAS","Educação","Tópicos Específicos de Educação","",18
"CIENCIAS_HUMANAS","Educação","Tópicos Específicos de Educação","",19
"CIENCIAS_HUMANAS","Educação","Tópicos Específicos de Educação","",20
"CIENCIAS_HUMANAS","Educação","Tópicos Específicos de Educação","",21
"CIENCIAS_HUMANAS","Educação","Tópicos Específicos de Educação","",22
"CIENCIAS_HUMANAS","Educação","Informática Aplicada à Educação","",41
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",42
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",43
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",44
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",45
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",46
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",47
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",48
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",49
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","",50
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","Informática Aplicada à Educação",51
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Metodologia e Técnicas da Computação","Sistemas de Informação",62
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Interface de Usuário",63
"CIENCIAS_EXATAS_E_DA_TERRA","Ciência da Computação","Interação Humano Computador","Semiótica Organizacional",64
