SEQUENCIA-FINANCIADOR,CODIGO-INSTITUICAO,NOME-INSTITUICAO,NATUREZA,FINANCIADORES-DO-PROJETO_Id
"1","000700000992","Instituto Microsoft Research ? FAPESP de Pesquisas em TI","AUXILIO_FINANCEIRO",0
"1","002200000000","Conselho Nacional de Desenvolvimento Científico e Tecnológico","BOLSA",1
"1","002200000000","Conselho Nacional de Desenvolvimento Científico e Tecnológico","BOLSA",2
"1","045000000000","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","AUXILIO_FINANCEIRO",3
"1","002200000000","Conselho Nacional de Desenvolvimento Científico e Tecnológico","AUXILIO_FINANCEIRO",4
"1","037700000002","Fundação de Amparo à Pesquisa do Estado de São Paulo","AUXILIO_FINANCEIRO",5
"1","002200000000","Conselho Nacional de Desenvolvimento Científico e Tecnológico","AUXILIO_FINANCEIRO",6
"1","002200000000","Conselho Nacional de Desenvolvimento Científico e Tecnológico","AUXILIO_FINANCEIRO",7
"1","045000000000","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","AUXILIO_FINANCEIRO",8
