PESQUISA-E-DESENVOLVIMENTO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADES-DE-PESQUISA-E-DESENVOLVIMENTO_Id
0,"1","ATUAL","3","1977","","","007901000997","Instituto de Computação","007901001993","Departamento Sistemas de Informação",0
1,"9","ATUAL","","1983","","","007902000990","Núcleo de Informática Aplicada à Educação","","",0
