TRABALHO-EM-EVENTOS_Id,SEQUENCIA-PRODUCAO,TRABALHOS-EM-EVENTOS_Id
0,"3",0
1,"4",0
2,"5",0
3,"6",0
4,"7",0
5,"8",0
6,"9",0
7,"10",0
8,"11",0
9,"12",0
10,"18",0
11,"19",0
12,"20",0
13,"21",0
14,"22",0
15,"23",0
16,"24",0
17,"25",0
18,"28",0
19,"29",0
20,"30",0
21,"34",0
22,"35",0
23,"43",0
24,"44",0
25,"45",0
26,"46",0
27,"47",0
28,"48",0
29,"51",0
30,"52",0
31,"53",0
32,"54",0
33,"55",0
34,"56",0
35,"57",0
36,"58",0
37,"59",0
38,"60",0
39,"70",0
40,"71",0
41,"72",0
42,"73",0
43,"74",0
44,"75",0
45,"76",0
46,"77",0
47,"85",0
48,"86",0
49,"87",0
50,"101",0
51,"102",0
52,"103",0
53,"104",0
54,"105",0
55,"106",0
56,"110",0
57,"117",0
58,"118",0
59,"119",0
60,"120",0
61,"121",0
62,"122",0
63,"123",0
64,"124",0
65,"125",0
66,"132",0
67,"138",0
68,"144",0
69,"145",0
70,"146",0
71,"147",0
72,"148",0
73,"149",0
74,"150",0
75,"151",0
76,"152",0
77,"153",0
78,"154",0
79,"156",0
80,"165",0
81,"166",0
82,"171",0
83,"172",0
84,"173",0
85,"174",0
86,"175",0
87,"176",0
88,"178",0
89,"179",0
90,"180",0
91,"181",0
92,"182",0
93,"185",0
94,"188",0
95,"189",0
96,"191",0
97,"192",0
98,"193",0
99,"194",0
100,"195",0
101,"197",0
102,"198",0
103,"199",0
104,"203",0
105,"204",0
106,"205",0
107,"206",0
108,"216",0
109,"217",0
110,"218",0
111,"219",0
112,"220",0
113,"221",0
114,"224",0
115,"225",0
116,"226",0
117,"227",0
118,"235",0
119,"236",0
120,"237",0
121,"238",0
122,"239",0
123,"240",0
124,"241",0
125,"242",0
126,"243",0
127,"244",0
128,"245",0
129,"246",0
130,"247",0
131,"248",0
132,"249",0
133,"250",0
134,"281",0
135,"282",0
136,"283",0
137,"284",0
138,"285",0
139,"286",0
140,"287",0
141,"288",0
142,"289",0
143,"290",0
144,"291",0
145,"293",0
146,"294",0
147,"298",0
148,"299",0
149,"300",0
150,"301",0
151,"330",0
152,"331",0
153,"332",0
154,"333",0
155,"334",0
156,"335",0
157,"336",0
158,"337",0
159,"343",0
160,"344",0
161,"345",0
162,"346",0
163,"347",0
164,"348",0
165,"349",0
166,"350",0
167,"351",0
168,"352",0
169,"364",0
170,"365",0
171,"366",0
172,"367",0
173,"368",0
174,"369",0
175,"370",0
176,"371",0
177,"372",0
178,"373",0
179,"374",0
180,"375",0
181,"376",0
182,"377",0
183,"378",0
184,"379",0
185,"380",0
186,"381",0
187,"382",0
188,"383",0
189,"384",0
190,"385",0
191,"386",0
192,"396",0
193,"397",0
194,"398",0
195,"399",0
196,"400",0
197,"404",0
198,"405",0
199,"406",0
200,"407",0
201,"408",0
202,"409",0
203,"410",0
204,"411",0
205,"419",0
206,"421",0
207,"422",0
208,"423",0
209,"424",0
210,"425",0
211,"426",0
212,"427",0
213,"428",0
214,"433",0
215,"434",0
216,"435",0
217,"436",0
218,"437",0
219,"438",0
220,"439",0
221,"440",0
222,"441",0
223,"442",0
224,"449",0
225,"450",0
226,"451",0
227,"452",0
228,"453",0
229,"454",0
230,"455",0
231,"460",0
232,"461",0
233,"462",0
234,"477",0
235,"478",0
236,"479",0
237,"492",0
238,"493",0
239,"494",0
240,"495",0
241,"496",0
242,"497",0
243,"498",0
244,"499",0
245,"500",0
246,"502",0
247,"503",0
248,"504",0
249,"505",0
250,"506",0
251,"507",0
252,"508",0
253,"514",0
254,"515",0
255,"516",0
256,"517",0
257,"519",0
258,"520",0
259,"521",0
260,"522",0
261,"523",0
262,"524",0
263,"525",0
264,"526",0
265,"527",0
266,"528",0
267,"533",0
268,"534",0
269,"536",0
270,"537",0
271,"538",0
272,"539",0
273,"548",0
274,"551",0
275,"568",0
276,"569",0
277,"573",0
278,"574",0
279,"575",0
280,"576",0
281,"577",0
282,"578",0
283,"579",0
284,"580",0
285,"581",0
286,"582",0
287,"599",0
288,"600",0
289,"601",0
290,"602",0
291,"603",0
292,"604",0
293,"605",0
294,"606",0
295,"607",0
296,"611",0
297,"616",0
298,"617",0
299,"618",0
300,"630",0
301,"631",0
302,"638",0
303,"641",0
304,"420",0
