NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SIMPOSIO_Id
"Simpósio","Ações Estratégicas para a Acessibilidade Digital no Brasil de 2014 e 2016: A Perspectiva da Academia","2010","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",0
"Simpósio","Design da Interação em Ambientes de Aprendizagem","2005","Brasil","","NAO_INFORMADO","","NAO","Simposiasta","Convidado","","Design da Interação em Ambientes de Aprendizagem","NAO",1
