TEXTO-RESUMO-CV-RH,TEXTO-RESUMO-CV-RH-EN,DADOS-GERAIS_Id
"Possui graduação em Ciência da Computação - Bacharelado pela Universidade Estadual de Campinas (1976) e em Matemática - Licenciatura pela Universidade Estadual de Campinas (1976), mestrado em Ciência da Computação pela Universidade Estadual de Campinas (1981) e doutorado em Engenharia Elétrica pela Universidade Estadual de Campinas (1993). Realizou pós-doutoramento no Semiotics Special Interest Group (SSIG) na Staffordshire University (School of Computing) em 2001 e no Applied Informatics with Semiotics (AIS) lab da University of Reading (Dept. of Computer Science) em 2002, UK. Recebeu a Cátedra Ibero-Americana Unicamp-Santander Banespa para estudar problemas de acessibilidade em engenharia de software na Universidad Politécnica de Madrid, Espanha (2006-2007). Foi agraciada com o Diploma do Mérito Educacional "Prof. Darcy Ribeiro" em 2006 e com o ACM SIGDOC Rigo Award em 2010. É Professora Titular da Universidade Estadual de Campinas. Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: interação humano-computador, semiótica organizacional, interface de usuário, design de sistemas computacionais interativos em diversos domínios (social, educacional, de trabalho). Citações no Google Acadêmico para Cecilia Baranauskas: 3221. Indice h: 24; Indice i10: 87.","graduate at Bacharelado em Ciência da Computação from Universidade Estadual de Campinas (1976), graduate at Matemática - Licenciatura from Universidade Estadual de Campinas (1976), master's at Computer Science from Universidade Estadual de Campinas (1981) and ph.d. at Electric Engineering from Universidade Estadual de Campinas (1993). Has experience in Computer Science, focusing on Methodology and Computational Techniques, acting on the following subjects: organisational semiotics, design, interface, semiotics and design de interfaces.",0
