PESQUISA-E-DESENVOLVIMENTO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADES-DE-PESQUISA-E-DESENVOLVIMENTO_Id
0,"2","ATUAL","03","2006","","","000101000995","Laboratório de Habitação e Assentamentos Humanos da FAUUSP","","",0
1,"4","ATUAL","11","2013","","","007937000008","Instituto de Economia","007937004003","Centro de Estudos de Desenvolvimento Econômico",1
