NATUREZA,TITULO,ANO,PAIS,IDIOMA,FLAG-RELEVANCIA,DOI,TITULO-INGLES,HOME-PAGE,MEIO-DE-DIVULGACAO,FLAG-DIVULGACAO-CIENTIFICA,PROGRAMA-DE-RADIO-OU-TV_Id
"ENTREVISTA","Entrevista Rádio Eldorado","2007","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",0
"ENTREVISTA","Entrevista ao programa Milênio","2007","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",1
"ENTREVISTA","Entrevista programa Arteletras","2007","Brasil","Português","NAO","","","","NAO_INFORMADO","NAO",2
