SEQUENCIA-AREA-DE-ATUACAO,NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DE-ATUACAO_Id
"1","CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia","",0
"2","CIENCIAS_SOCIAIS_APLICADAS","Economia","Planejamento Urbano e Regional","",0
"3","CIENCIAS_SOCIAIS_APLICADAS","Economia","Teoria do Urbanismo","",0
"4","CIENCIAS_SOCIAIS_APLICADAS","Economia","Fundamentos de Arquitetura e Urbanismo","",0
"5","CIENCIAS_SOCIAIS_APLICADAS","Economia","História do Urbanismo","",0
"6","CIENCIAS_SOCIAIS_APLICADAS","Economia","Desenho Industrial","",0
