TIPO,NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-BANCAS-JULGADORAS_Id
"","Outra","Avaliador de trabalho no Eixo Temático 2 - Grandes Projetos, Planejamento Estratégico e Gestão Territorial do PPLA 2010: II Seminário Política e Planejamento: Economia, Sociedade e Território","2010","Brasil","Português","","","","",0
"","Outra","Juri do I Prêmio Ana Clara Torres (Livro)","2013","Brasil","Português","","","","",1
"","Outra","Juri do Prêmio Jabuti","2005","Brasil","Português","","","","",2
"","Outra","Comissão para seleção de trabalhos indicados ao Primeiro Prêmio Rodrigo Simões de Teses de Doutorado","2016","Brasil","Português","","","","",3
"","Outra","Comissão para seleção de trabalhos indicados ao X Prêmio Brasileiro "Política e Planejamento Urbano e Regional" de Dissertações de Mestrado (2017)","2016","Brasil","Português","","","","",4
