TITULO-DO-LIVRO,NUMERO-DE-VOLUMES,PAGINA-INICIAL,PAGINA-FINAL,ISBN,ORGANIZADORES,NUMERO-DA-EDICAO-REVISAO,NUMERO-DA-SERIE,CIDADE-DA-EDITORA,NOME-DA-EDITORA,CAPITULO-DE-LIVRO-PUBLICADO_Id
"Urbanismo: Dossiê São Paulo - Rio de Janeiro","","185","198","8588027046","Schicchi, M. C; Benfatti, D.","1","","Campinas","PUCCAMP/PROURB",0
"The challenge of slums: Global report on human settlements 2003","","226","227","1844070379","","","","Londres","Earthscan",1
"Urban Developments in Brazil and Portugal","1","35","75","9781614708926","Márcio Moraes Valença; Fernanda Cravidão; José Alberto Rio Fernandes","1","","Nova York","Nova Publishers",2
"Beatriz Cuenya. Grandes proyectos urbanos: miradas críticas sobre la experiencia argentina y brasileña","1","331","376","9789872570637","Beatriz Cuenya; Pedro Novais; Carlos Vainer","1","1","Buenos Aires","café de las ciudades",3
"Territo&#769;rio metropolitano, poli&#769;ticas municipais : por soluc&#807;o&#771;es conjuntas de problemas urbanos no a&#770;mbito metropolitano","","1","338","9788578111762","Bernardo Alves Furtado; Cleandro Krause; Karla Christina Batista de Franc&#807;a","1","","Brasília","IPEA",4
"Housing after the Neoliberal Turn","1","1","120","9783959050487","Nikolaus Hirsch, Christian Hiller, Wilfried Kuehn, Hila Peleg","1","","Leipzig","Spector Books",5
"Understanding slums: 33 city case studies prepared for the UN Global report on Human Settlements 2003: The challeng of Slums","","","","1874502552","Patrick Wakely; Kate Clifford, Alex Walker; Anna Soave","","","Londres","Un-Habitat, The Development Planning Unit University College London - DPU",6
