TITULO-DO-PERIODICO-OU-REVISTA,ISSN,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,LOCAL-DE-PUBLICACAO,ARTIGO-PUBLICADO_Id
"Caderno CRH (UFBA)","01034979","22","","55","41","64","",0
"Revista Brasileira de Estudos Urbanos e Regionais (ANPUR)","15174115","17","","3","175","191","",1
"Pós. Revista do Programa de Pós-Graduação em Arquitetura e Urbanismo da FAUUSP","15189554","9","","","192","209","São Paulo",2
