NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-POS-DOUTORADO_Id
"Supervisão de pós-doutorado","Crise e Ajuste: impactos na produção e circulação imobiliária e na política habitacional brasileira.","2015","Brasil","Português","","","",0
