NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_HUMANAS","","Outras Sociologias Específicas","",0
"CIENCIAS_SOCIAIS_APLICADAS","","Economia Regional e Urbana","Economia Urbana",1
"CIENCIAS_SOCIAIS_APLICADAS","","","",2
"LINGUISTICA_LETRAS_E_ARTES","","Teatro","",3
"CIENCIAS_SOCIAIS_APLICADAS","","","",4
"CIENCIAS_SOCIAIS_APLICADAS","","Economia Regional e Urbana","Economia Urbana",5
"CIENCIAS_SOCIAIS_APLICADAS","","","",6
"CIENCIAS_SOCIAIS_APLICADAS","","","",7
"CIENCIAS_HUMANAS","","Sociologia Urbana","",8
"CIENCIAS_SOCIAIS_APLICADAS","","","",9
"CIENCIAS_SOCIAIS_APLICADAS","","","",10
"CIENCIAS_SOCIAIS_APLICADAS","","","",11
"CIENCIAS_SOCIAIS_APLICADAS","","","",12
"CIENCIAS_SOCIAIS_APLICADAS","","","",13
"CIENCIAS_SOCIAIS_APLICADAS","","","",14
"CIENCIAS_SOCIAIS_APLICADAS","","","",15
"CIENCIAS_SOCIAIS_APLICADAS","","","",16
"CIENCIAS_SOCIAIS_APLICADAS","","Economia Regional e Urbana","",17
"CIENCIAS_SOCIAIS_APLICADAS","","","",18
"CIENCIAS_SOCIAIS_APLICADAS","","Economia Regional e Urbana","",19
"CIENCIAS_SOCIAIS_APLICADAS","","","",20
"CIENCIAS_SOCIAIS_APLICADAS","","","",21
"CIENCIAS_SOCIAIS_APLICADAS","","Projeto de Arquitetura e Urbanismo","Planejamento e Projeto do Espaço Urbano",22
"CIENCIAS_SOCIAIS_APLICADAS","","","",23
"CIENCIAS_SOCIAIS_APLICADAS","","","",24
"CIENCIAS_SOCIAIS_APLICADAS","","","",25
"CIENCIAS_SOCIAIS_APLICADAS","","Projeto de Arquitetura e Urbanismo","Planejamento e Projeto do Espaço Urbano",26
"CIENCIAS_SOCIAIS_APLICADAS","","","",27
"CIENCIAS_SOCIAIS_APLICADAS","","Programação Visual","",28
"CIENCIAS_SOCIAIS_APLICADAS","","","",29
"CIENCIAS_SOCIAIS_APLICADAS","","Economia Regional e Urbana","",30
"CIENCIAS_SOCIAIS_APLICADAS","","","",31
"CIENCIAS_SOCIAIS_APLICADAS","","Economia Regional e Urbana","",32
