PARTICIPACAO-EM-BANCA-DE-EXAME-QUALIFICACAO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"283",0
1,"284",0
2,"291",0
3,"292",0
4,"301",0
5,"302",0
6,"305",0
7,"308",0
8,"311",0
9,"330",0
10,"331",0
11,"345",0
12,"352",0
13,"362",0
14,"382",0
15,"387",0
16,"405",0
17,"406",0
18,"407",0
19,"417",0
20,"333",0
