NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",1
"CIENCIAS_SOCIAIS_APLICADAS","Arquitetura e Urbanismo","","",3
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",4
"CIENCIAS_SOCIAIS_APLICADAS","Arquitetura e Urbanismo","","",5
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",6
"CIENCIAS_HUMANAS","Geografia","","",7
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","Economia Urbana",8
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",9
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","Economia Urbana",10
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",11
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",12
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",13
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",14
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",15
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",17
"CIENCIAS_SOCIAIS_APLICADAS","Arquitetura e Urbanismo","","",18
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",19
"LINGUISTICA_LETRAS_E_ARTES","Artes","Teatro","",20
"CIENCIAS_SOCIAIS_APLICADAS","Economia","","",21
"CIENCIAS_HUMANAS","Sociologia","","",23
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",24
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",25
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","Economia Urbana",26
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",27
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","",29
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",32
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",33
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",35
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",36
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",37
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","",38
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","Economia Urbana",40
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","Serviços Urbanos e Regionais","Aspectos Econômicos do Planejamento Urbano e Regional",41
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","",42
"LINGUISTICA_LETRAS_E_ARTES","Artes","Artes Plásticas","",46
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","Economia Urbana",49
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","",53
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Planejamento Urbano e Regional","",54
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Planejamento Urbano e Regional","",55
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Teoria do Urbanismo","",56
"CIENCIAS_HUMANAS","Geografia","Geografia Humana","Geografia Urbana",57
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Planejamento Urbano e Regional","",58
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","Economia Urbana",59
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","Economia Regional",61
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","",62
"CIENCIAS_SOCIAIS_APLICADAS","Arquitetura e Urbanismo","Habitação Social","",65
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",66
"CIENCIAS_SOCIAIS_APLICADAS","Economia","","",67
"CIENCIAS_SOCIAIS_APLICADAS","Arquitetura e Urbanismo","","",69
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia dos Recursos Humanos","Mercado de Trabalho; Política do Governo",70
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","Economia Urbana","",72
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","Economia Urbana","",74
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","","",75
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Planejamento Urbano e Regional","",77
"CIENCIAS_SOCIAIS_APLICADAS","Planejamento Urbano e Regional","Economia Urbana","",78
"LINGUISTICA_LETRAS_E_ARTES","Artes","Teatro","",82
"CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Regional e Urbana","Economia Urbana",85
