NIVEL,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DA_DISSERTACAO_TESE,NOME_COMPLETO_DO_ORIENTADOR
3,Universidade Federal do Rio de Janeiro,NULL,Engenharia Elétrica,CONCLUIDO,1986,1991,SIM,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,1991,LINHAS DE TRANSMISSAO HEXAFASICAS - CARACTERISTICA DE PROPAGACAO E COMPORTAMENTO A FREQUENCIA INDUSTRIAL E TRANSITORIOS ELETROMAGNETICOS,CARLOS MANUEL DE JESUS DA CRUZ DE MEDEIROS PORTELA
