TITULO-DO-LIVRO,NUMERO-DE-VOLUMES,PAGINA-INICIAL,PAGINA-FINAL,ISBN,ORGANIZADORES,NUMERO-DA-EDICAO-REVISAO,NUMERO-DA-SERIE,CIDADE-DA-EDITORA,NOME-DA-EDITORA,CAPITULO-DE-LIVRO-PUBLICADO_Id
"Sistemas de Informações Geográficas - Aplicações na Agricultura.","","31","43","","EMBRAPA","2","","Brasilia","Ministerio da Agricultura - EMBRAPA",0
"Advances in Database Modelling, Databases and CASE: an Integrated View","","139","1621","","Editora","","","","John Wiley",1
"UNESCO Encyclopedia of Life Support Systems","6","230","272","","UNESCO","","","Londres/Paris","EOLSS - UNESCO",2
"Spatial Databases: Technologies, Techniques and Trends","","23","48","1-59140-38","Y. Manolopoulos; A. Papadopoulos; M. Vassilakopoulos","","","Hershey, PA","IDEAS Group",3
"UNESCO Encyclopedia of Life Support Systems","6","320","359","","UNESCO - EOLSS","","","Londres","EOLSS Publishers",4
"Advances in Geospatial Technologies","","271","290","9781522524465","","1","","","IGI Global",5
