ENSINO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,TIPO-ENSINO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,NOME-CURSO-INGLES,ATIVIDADES-DE-ENSINO_Id
0,"3","ATUAL","POS-GRADUACAO","11","1985","","","","","33070059","Ciência da Computação","Computer Science",0
1,"6","ATUAL","GRADUACAO","3","1991","","","","","90000003","Engenharia da Computação","",0
2,"2","ATUAL","GRADUACAO","11","1985","","","","","33070059","Ciência da Computação","Computer Science",0
