NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"COMPLETO","Active Customization Of GIS User Interfaces","1997","Grã-Bretanha","Inglês","IMPRESSO","","NAO","","","NAO",0
"COMPLETO","Managing Multiple Representations Of Georeferenced Elements","1996","Grã-Bretanha","Inglês","IMPRESSO","","NAO","","","NAO",1
"COMPLETO","Geo-Wasa - Combining Gis Technology And Workflow Management","1996","Israel","Inglês","IMPRESSO","","NAO","","","NAO",2
"COMPLETO","Wasa - A Workflow Based Architecture To Support Scientific Database Applications","1996","Grã-Bretanha","Inglês","IMPRESSO","","NAO","","","NAO",3
"COMPLETO","Maintenance Of Binary Topological Constraints Through Active Databases","1995","Brasil","Inglês","NAO_INFORMADO","","NAO","","","NAO",4
"COMPLETO","A Direct Manipulation User Interface For Querying Geographic Databases","1995","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",5
"COMPLETO","Uma Arquitetura Para Integrar Bancos de Dados Heterogeneos Aplicada A Sistemas de Planejamento Urbano","1995","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",6
"COMPLETO","Tratamento do Tempo Em Sig","1996","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",7
"COMPLETO","Um Ambiente Computacional de Apoio A Concepcao de Aplicações Geograficas","1996","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",8
"COMPLETO","User Interface Architectures, Languages And Models In Geographic Databases","1996","Brasil","Inglês","NAO_INFORMADO","","NAO","","","NAO",9
"COMPLETO","Bibliotecas Digitais Para Dados Geograficos","1997","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",10
"COMPLETO","Modelo Intermediário de Interface Para Sistemas de Informações Geográficas","1997","Brasil","Português","IMPRESSO","","NAO","","","NAO",11
"COMPLETO","Versões Em Bancos de Dados Para SIG","1997","Brasil","Português","IMPRESSO","","NAO","","","NAO",12
"COMPLETO","An Extensible Framework For Spatio-Temporal Scientific Database Applications","1998","Alemanha","Inglês","IMPRESSO","","NAO","","","NAO",13
"COMPLETO","Development Of A Computer Aided Geographic Database Design Systems","1998","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",14
"COMPLETO","Construcao de Bibliotecas Digitais Geográficas A Partir de Um Modelo Hipermidia","1998","Brasil","Português","IMPRESSO","","NAO","","","NAO",15
"COMPLETO","Implementacao de Um Tradutor de Linguagem Natural Para Um Sistema Geografico","1997","Chile","Português","IMPRESSO","","NAO","","","NAO",16
"COMPLETO","Integrando Sistemas Legados A Bancos de Dados Heterogeneos","1999","Brasil","Português","IMPRESSO","","NAO","","","NAO",17
"COMPLETO","Workflow Management In Geoprocessing Applications","1998","Estados Unidos","Inglês","IMPRESSO","[doi:10.1145/288692.288709]","NAO","10.1145/288692.288709","","NAO",18
"COMPLETO","Using Versions In Gis","1994","Brasil","Inglês","NAO_INFORMADO","","NAO","","","NAO",19
"COMPLETO","A Model To Cultivate Objects And Manipulate Fields","1994","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",20
"COMPLETO","The Domus Project -- Building An Oodb Gis For Environmental Control","1994","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",21
"COMPLETO","Incorporacao do Tempo Em Um Sgbd Orientado A Objetos","1994","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",22
"COMPLETO","Combinando Bancos de Dados Ativos e Sistemas de Informacao Geografica Para Manutencao de Restricoes Topologicas","1996","Brasil","Português","IMPRESSO","","NAO","","","NAO",23
"COMPLETO","Managing Time In Object-Oriented Databases","1994","Brasil","Inglês","NAO_INFORMADO","","NAO","","","NAO",24
"COMPLETO","Tecnicas, modelos e ferramentas para suporte a construcao de interfaces em sistemas de aplicacoes geograficas","1999","Brasil","Português","IMPRESSO","","NAO","","","NAO",25
"COMPLETO","Database Support for Cooperative Work Documentation","2000","França","Inglês","IMPRESSO","","NAO","","","NAO",26
"COMPLETO","Qualidade de dados e interoperabilidade em SIG","1999","Brasil","Português","IMPRESSO","","NAO","","","NAO",27
"COMPLETO","A Software Architecture Framework for Geographic User Interfaces","2000","Suiça","Inglês","IMPRESSO","","NAO","","","NAO",28
"COMPLETO","Aplicacao de Raciocinio Baseado em Casos a Sistemas de Apoio a Decisao Ambiental","2000","Brasil","Português","IMPRESSO","","NAO","","","NAO",29
"COMPLETO","Cartografia e Sistemas de Informacao Geografica como Sistemas Semioticos: Uma Analise Comparativa","2000","Brasil","Português","IMPRESSO","","NAO","","","NAO",30
"RESUMO","Case-based Reasoning Applied to Environmental Modeling with G
IS","2000","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",31
"COMPLETO","Cartography and Geographic Information System as Semiotic Sys
tems:
A Comparative Analysis","2000","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",32
"COMPLETO","An Architecture for Content-based Retrieval of Remote Sensing Images","2000","Estados Unidos","Inglês","MEIO_DIGITAL","","NAO","","","NAO",33
"COMPLETO","Implementing a Metadata Database for an Environmental Information System","2000","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",34
"RESUMO","An XML-Centered Warehouse to Manage Information of the Fruit Supply Chain","2001","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",35
"RESUMO","Espaco de Comunicacao como Metafora no Design de Aplicacoes SIG 3D","2001","Brasil","Português","IMPRESSO","","NAO","","","NAO",36
"COMPLETO","Documenting Changes in a Spatiotemporal Database","2001","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",37
"COMPLETO","Um modelo de dados para objetos moveis","2002","Brasil","Português","IMPRESSO","","NAO","","","NAO",38
"COMPLETO","Using Domain Ontologies to help Track Data Provenance","2003","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",39
"COMPLETO","Integration of Heterogeneous Pluviometric Data For Crop Forecast","2003","Brasil","Inglês","MEIO_DIGITAL","","NAO","","","NAO",40
"COMPLETO","A Data Model for Comparative Genomics","2003","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",41
"COMPLETO","Visual Structures for Image Browsing","2003","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",42
"COMPLETO","The Web as a Data Source for Spatial Databases","2003","Brasil","Inglês","MEIO_DIGITAL","","NAO","","","NAO",43
"COMPLETO","Aplicando Ontologias de Objetos Geográficos para Facilitar Navegação em GIS","2003","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",44
"COMPLETO","A Collaborative Model for Agricultural Supply Chains","2004","Chipre","Inglês","IMPRESSO","","NAO","","","NAO",45
"COMPLETO","Investigando Aspectos de Interação em Aplicações SIG na Web voltadas ao Domínio Agrícola","2004","Brasil","Português","IMPRESSO","","NAO","","","NAO",46
"RESUMO_EXPANDIDO","VoroMarketing: Um Sistema Parametrizável para Apoio Espacial à Decisão","2004","Brasil","Português","IMPRESSO","","NAO","","","NAO",47
"RESUMO_EXPANDIDO","Geographic Digital Content Components","2004","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",48
"COMPLETO","Inspecting Interface Quality in Web GIS Applications","2004","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",49
"COMPLETO","A framework based on Web Services orchestration for bioinformatics workflow management","2004","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",50
"COMPLETO","Managing Dynamic Repositories for Digital Content Components","2004","Alemanha","Italiano","IMPRESSO","","NAO","","","NAO",51
"RESUMO","Using Digital Library Components for Biodiversity Systems","2004","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",52
"COMPLETO","Self Describing Components: Searching for Digital Artifacts on the Web","2005","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",53
"COMPLETO","Guiding the Process of Requirements Elicitation with a Semiotic Approach - A Case Study","2005","Estados Unidos","Inglês","MEIO_DIGITAL","","NAO","","","NAO",54
"COMPLETO","Building a Semantic Web System for Scientific Applications: An Engineering Approach","2005","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",55
"COMPLETO","Accessibility as a Quality Requirement: Geographic Information Systems on the Web","2005","México","Inglês","IMPRESSO","[doi:10.1145/1111360.1111362]","NAO","10.1145/1111360.1111362","","NAO",56
"RESUMO_EXPANDIDO","Usabilidade de Aplicações SIG WEB na Perspectiva do Usuário: Um Estudo de Caso","2005","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",57
"COMPLETO","Vers un Entrepot de Donnees pour le Trafic Routier","2006","França","Francês","IMPRESSO","","NAO","","","NAO",58
"COMPLETO","Access Control in Geographic Databases","2006","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",59
