SEQUENCIA-ESPECIFICACAO,DISCIPLINA_Text,ENSINO_Id
"1","Bancos de Dados",0
"1","Bancos de dados",1
"2","Linguagens de programacao",1
"3","Estruturas de arquivos",1
"1","Bancos de Dados",2
