LIVRE-DOCENCIA_Id,SEQUENCIA-FORMACAO,NIVEL,CODIGO-INSTITUICAO,NOME-INSTITUICAO,ANO-DE-OBTENCAO-DO-TITULO,TITULO-DO-TRABALHO,TITULO-DO-TRABALHO-INGLES,FORMACAO-ACADEMICA-TITULACAO_Id
0,"9","6","007900000004","Universidade Estadual de Campinas","1992","Conjunto da obra publicada","",0
