NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,EDITORACAO_Id
"LIVRO","Advanced Geographic Information Systems","2008","Grã-Bretanha","Inglês","MEIO_DIGITAL","","NAO","","",0
