NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,BANCA-JULGADORA-PARA-LIVRE-DOCENCIA_Id
"Livre-docência","Controle de transacoes e modelagem de bancos de dados","2008","Brasil","Português","","","",0
