CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"INTERNACIONAL","ACM GIS 94","Washington, DC","1994","Anais 2nd ACM Workshop on Geographic Information Systems","","","","20","28","","","Washington, USA","",20
"NAO_INFORMADO","IGIS 94","","","Anais International Workshop on Advanced Research in Geographic Information Systems","","","","45","54","","","Logano, Suica","",21
"NAO_INFORMADO","IX SBBD","","","Anais, IX Simposio Brasileiro de Bancos de Dados","","","","16","29","","","Sao Carlos","",22
"NACIONAL","XI SBBD","Sao Carlos","1996","Anais, XI Simposio Brasileiro de Bancos de Dados","","","","292","306","","","Sao Carlos, SP","",23
"NAO_INFORMADO","XXI SEMISH","","","ANAIS, Congresso da Sociedade Brasileira de Computacao","","","","459","474","","","Rio de Janeiro","",24
"NACIONAL","XIII Simposio Brasileiro de Engenharia de Software","Florianopolis, SC","1999","Anais, XIII Simposio Brasileiro de Engenharia de Software","","","","","","","SBC","Florianopolis","",25
"INTERNACIONAL","COOP 2000 - 4th International Conference on the Design of Cooperative Systems","Sophie-Antipolis","2000","Proceedings COOP 2000","","","","45","60","","","","",26
"NACIONAL","GeoInfo 1999","Campinas","1999","Anais I GeoInfo","","","","12","19","","SBC","","",27
"INTERNACIONAL","International Workshop on Emerging Technologies for Geo-based Applications","Ascona","2000","Proc. International Workshop on Emerging Technologies for Geo-based Applications","","","","233","248","","ETH - Suica","","",28
"NACIONAL","II Workshop Brasileiro de Geoinformatica","Sao Paulo","2000","Anais II Workshop Brasileiro de Geoinformatica","","","","96","103","","","","",29
"NACIONAL","II Workshop Brasileiro de Geoinformatica","Sao Paulo","2000","Anais II Workshop Brasileiro de Geoinformatica","","","","88","95","","","","",30
"INTERNACIONAL","First International Conference on Geographica
l Information Science","Savannah","2000","Anais GISCIENCE","","","","154","155","","","","",31
"INTERNACIONAL","8th ACM Symposium on Advances in Geographic Information 
Systems","Washington, DC","2000","Proc 8th ACM GIS Symposium","","","","161","166","","Association of Computing Machinery","","",32
"INTERNACIONAL","IEEE International Conference on Multimedia and Expo","New York","2000","Proc IEEE ICME 2000","","","","","","","IEEE","","",33
"NACIONAL","Simposio Brasileiro de Bancos de Dados","Joao Pessoa","2000","Anais XV SBBD","","","","101","114","","SBC","","",34
"INTERNACIONAL","The World Congress of Computers in Agriculture and Natural Resources","Foz do Iguacu","2001","Anais The World Congress of Computers in Agriculture and Natural Resources","","","","","","","ASAE","Chicago","",35
"NACIONAL","IV Workshop Realidade Virtual","Florianopolis","2001","Anais IV Workshop Realidade Virtual","","","","353","354","","SBC","","",36
"NACIONAL","Simposio Brasileiro de Bancos de Dados","Rio de Janeiro","2001","Anais, XVI SBBD","","","","10","24","","SBC","","",37
"NACIONAL","IV Simposio Brasileiro de Geoinformatica","Caxambu","2002","Anais IV GeoInfo","","","","33","40","","SBC","","",38
"NACIONAL","XVIII Simposio Brasileiro de Bancos de Dados","Manaus","2003","Anais, XVIII SBBD","","","","84","98","8574011274","SBC","Porto Alegre","",39
"NACIONAL","V Simposio Brasileiro de Geoinformatica","Campos do Jordao","2003","Anais GeoInfo 2003","","","","","","","SBC - INPE","Sao Jose dos Campos","",40
"NACIONAL","Second Brazilian Workshop on Bioinformatics","","2003","Anais II WOB 2003","","","","","","","","","",41
"INTERNACIONAL","12th ACM International Conference on Information and knowledge Management","Nova Orleans","2003","Proceedings 12th CIKM conference","","","","49","55","1581137230","ACM","New York","",42
"LOCAL","V Simposio Brasileiro de Geoinformatica","Campos de Jordão","2003","Anais GEOINFO 2003","","","","","","","SBC - INPE","Sao Jose dos Campos","",43
"NACIONAL","V Simposio Brasileiro de Geoinformatica","Campos do Jordao","2003","Anais GeoInfo 2003","","","","","","","SBC - INPE","Porto Alegre","",44
"INTERNACIONAL","12th International Conference on Cooperative Information Systems","Agyia Napa","2004","Proceedings 12th COOPIS 2004","LNCS","3290","","319","336","3540236635","Springer Verlag, LNCS","Heidelberg","",45
"NACIONAL","VI Simpósio sobre Fatores Humanos em Sistemas Computacionais","Curitiba","2004","Anais VI IHC (IHC 2004)","","","","125","136","","SBC","","",46
"NACIONAL","VI Simpósio Brasileiro em Geoinformática","Campos do Jordão","2004","Anais VI Geoinfo","","","","155","167","3901882200","SBC","","",47
"NACIONAL","VI Simpósio Brasileiro em Geoinformática","Campos de Jordão","2004","Anais IV Geoinfo","","","","281","290","3901882200","SBC","","",48
"NACIONAL","VI Simpósio Brasileiro em Geoinformática","Campos de Jordão","2004","Anais, VI Geoinfo","","","","201","220","3901882200","SBC","","",49
"NACIONAL","III Workshop Brasileiro em Bioinformatica","Brasilia","2004","Anais III WOB - edicao eletronica","","","","","","","SBC","","",50
"INTERNACIONAL","EDBT PhD Thesis Workshop","Atenas","2004","Lecture Notes in Computer Science","3268","","LNCS","66","81","03029743","Springer Verlag","Heidelberg","",51
"INTERNACIONAL","ACM-IEEE Joint Conference on Digital Libraries","Tucson","2004","Proc. ACM IEEE JCDL Conference","","","","408","408","","IEEE Press","Piscataway, NJ","",52
"NACIONAL","XX Simposio Brasileiro de Bancos de Dados - SBBD","Uberlandia","2005","Anais XX SBBD","","","","10","14","","SBC","Porto Alegre","",53
"INTERNACIONAL","11th International Conference on Human Computer Interaction","Las Vegas","2005","Proceedings HCI 2005","","","","100","110","","Lawrence Erlbaum Associates, Inc","","",54
"INTERNACIONAL","6th International Conference on Web Information Systems Engineering","New York","2005","Proc WISE 2005","3806","","LNCS","633","642","","Springer Verlag","Heidelberg","",55
"INTERNACIONAL","Segunda Conferencia Latinoamericana de Interacción Humano-Computadora","Cuernavaca","2005","Proc CLIHC2005 Segunda Conferencia Latinoamericana de Interacción Humano-Computadora (CLIHC)","124","","","8","19","","ACM Press","","",56
"NACIONAL","VII Simpósio Brasileiro de Geoinformatica","Campos do Jordão","2005","Anais VII GeoInfo","","","","262","268","","INPE","","",57
"NACIONAL","2eme Journee Entrepots de Donnees et l´Analyse en Ligne","Lyon","2006","Revue des Nouvelles Technologies de lnformation","7","2","","4","24","2854287444","CEPADUES","Lyon","",58
"INTERNACIONAL","3rd International Workshop on Conceptual Modeling for Geographic Information Systems","Tucson","2006","Proc COMOGIS 2006","4231","","LNCS","110","119","3540477039","Springer","","",59
"NACIONAL","V Workshop de Teses e Dissertacoes - SBBD (Proc XXI SBBD)","Florianópolis","2006","Anais, SBBD 2006 (workshop de teses)","","","","71","76","","SBC","","",60
"NACIONAL","V Workshop de Teses e Dissertacoes - SBBD (Proc XXI SBBD)","Florianópolis","2006","","","","","2","9","","SBC","","",61
"INTERNACIONAL","3rd International Conference on Web Information Systems and Technologies","Barcelona","2007","Proceedings 3rd WEBIST","1","","","121","127","","INSTICC","Porto","",62
"NACIONAL","XXXI SEMISH","Rio de Janeiro","2007","Anais, XXXI SEMISH","","","","","","","SBC","","",63
"INTERNACIONAL","International Workshop on spatial and spatio-temporal data mining","Omaha","2007","Proc. SSTDM","","","","643","648","0769530192","IEEE","","",64
"INTERNACIONAL","IV Workshop on Geographic Information Retrieval","Lisboa","2007","Proc IV GIR","","","","","","","ACM Press","New York","",65
"NACIONAL","IX Simposio Brasileiro de Geoinformatica (GEOINFO)","Campos do Jordao","2007","Proc. IX GeoInfo","","","","73","84","","INPE","São José dos Campos","",66
"REGIONAL","Towards Modeling and Simulating a Multi-party Negotiation Protocol with Colored Petri Nets","Delft","2007","Eighth Workshop and Tutorial on Practical Use of Coloured Petri Nets and the CPN Tools","","","","","","","","","",67
"NACIONAL","1st Workshop in eScience","Joao Pessoa","2007","Anais, 1st eScience Workshop (co-located com SBBD)","","","","9","18","","SBC","Porto Alegre","",68
"NACIONAL","VI Encontro Nacional de Inteligencia Artificial (ENIA)","Rio de Janeiro","2007","Anais VI Encontro Nacional de Inteligencia Artificial (ENIA)","","","","983","992","9788576691167","SBC","","",69
"INTERNACIONAL","AAAI2007's Workshop on Semantic E-Science (SeS2007)","Vancouver","2007","Proc AAAI2007's Workshop on Semantic E-Science (SeS2007)","","","","26","33","","IEEE","","",70
"INTERNACIONAL","ACM GIS","Baltimore","1993","Proc ACM GIS","","","","36","39","","ACM","","",71
"REGIONAL","Conferencia Latino Americana de Informatica","Buenos Aires","1993","Proc CLEI","","","","79","98","","","","",72
"NACIONAL","IX International Conference of the Chilean Computer Society","Concepcion","1993","Anais IX CCCS","","","","217","232","","","","",73
"NACIONAL","VIII Simposio Brasileiro de Bancos de Dados","Campina Grande","1993","Anais VIII SBBD","","","","83","97","","SBC","","",74
"NACIONAL","Anais Simposio Brasileiro de Engenharia de Software","Rio de Janeiro","1993","Anais VII SBES","","","","351","364","","","","",75
"NACIONAL","IX Simposio Brasileiro de Geoinformatica","Campos do Jordão","2007","Anais IX GeoINFO","","","","239","244","","INPE","Sao Jose dos Campos","",76
"INTERNACIONAL","1st International Conference on Information and Knowledge Management","Baltimore","1992","Proceedings, I CIKM Conference","","","","310","317","","ACM","","",77
"NACIONAL","VII Simposio Brasileiro de Bancos de Dados","","1992","Anais VII SBBD","","","","249","264","","SBC","Porto Alegre","",78
"INTERNACIONAL","International Conference on Data Engineering","Kyoto","1991","Proc ICDE 1991","","","","60","69","","IEEE","Piscataway, NJ","",79
"INTERNACIONAL","European Conference on Object Oriented Programming","Lausanne","1991","Proc ECOOP 1991","512","","","219","230","","Springer Verlag","Berlim","",80
"NACIONAL","VI Simposio Brasileiro de Bancos de Dados","Manaus","1991","Anais VI SBBD","","","","238","252","","SBC","Porto Alegre","",81
"INTERNACIONAL","ACM Symposium on Applied Computing","Fortaleza","2008","Proc. ACM Symposium on Applied Computing","","","","2293","2297","9781595937","ACM","New Yori","",82
"INTERNACIONAL","4th International Conference on Web Information Systems and Technologies (WEBIST2008)","Funchal","2008","Proc WEBIST 2008","","","","137","142","9789898111272","INSTICC","Lisboa","",83
"INTERNACIONAL","4th International Conference on Web Information Systems and Technologies (WEBIST2008)","Funchal","2008","Proc WEBIST 2008","","","","455","460","","INSTICC","Lisboa","",84
"INTERNACIONAL","IEEE 11th International Conference on Computational Science and Engineering","São Paulo","2008","CSE'08: Proc IEEE 11th International Conference on Computational Science and Engineering","","","","353","360","9780769531","IEEE Computer Society","","",85
"NACIONAL","Atelier Systemes d Information en Transport (SIT)","Versailles","2008","Proc. Atelier Systemes d Information en Transport (em conjunto com INFORSID 2008)","","","","","","","","","",86
"NACIONAL","Conferencia Latinoamericana de Informatica","Concepcion","1990","Anais XVI CLEI","","","","50","60","","","","",87
"INTERNACIONAL","international symposium on Women and ICT: creating global transformation","Baltimore","2005","Proc international symposium on Women and ICT","126","","","12","27","1595933018","ACM","","",88
"INTERNACIONAL","2nd International Workshop on Semantic and Conceptual Issues in GIS (SeCoGIS 2008)","Barcelona","2008","Anais 2nd SECOGIS","LNCS","5232","","385","394","9783540879","Springer Verlag","Heidelberg","",89
"NACIONAL","IV Simposio Brasileiro de Bancos de Dados","","1989","Anais IV SBBD","","","","253","264","","SBC","","",90
"NACIONAL","IX Int. Conf. of the Chilean Computer Science Society","Santiago","1989","Anais IX Conf. Chilena de Computacao","","","","21","28","","","","",91
"NACIONAL","XV Conferencia Latinoamericana de Informatica","Santiago","1989","Anais XV CLEI","","","","1","20","","","","",92
"NACIONAL","III Simposio Brasileiro de Engenharia de Software","","1989","Anais III SBES","","","","214","227","","SBC","","",93
"NACIONAL","XIV Conferencia Latinoamericana de Informatica","","1988","Anais XIV CLEI","","","","356","370","","","","",94
"NACIONAL","III Simposio Brasileiro de Bancos de Dados","Recife","1988","Anais III SBBD","","","","127","137","","SBC","","",95
"REGIONAL","XXI SUCESU","Rio de Janeiro","1988","Anais XXI SUCESU","","","","252","258","","","","",96
"NACIONAL","II Simposio Brasileiro de Bancos de Dados","Porto Alegre","1987","Anais II SBBD","","","","145","154","","SBC","","",97
"NAO_INFORMADO","I Simposio Brasileiro de Engenharia de Software","Petropolis","1987","Anais I SBES","","","","45","54","","SBC","","",98
"NACIONAL","XIV SEMISH","Salvador","1987","Anais XIV SEMISH","","","","164","174","","SBC","","",99
"NACIONAL","XIII SEMISH","Recife","1986","Anais XIII SEMISH","","","","105","115","","SBC","","",100
"NACIONAL","VII Conferencia Sociedade Chilena de Computacao","Santiago","1986","Anais VII Conf. Soc. Chilena Computacao","","","","225","232","","","","",101
"INTERNACIONAL","XIII Very Large Database Conference","Oslo","1985","Proc XIII VLDB Conference","","","","316","323","","VLDB Foundation","","",102
"NACIONAL","^Congresso Brasileiro de AgroInformatica","Aguas de Sao Pedro","2007","Anais 6o SBIAgro","","","","326","330","","","","",103
"INTERNACIONAL","ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems","Irvine","2008","ACM GIS","","","","","","","ACM","","",104
"INTERNACIONAL","1st IEEE International Workshop on Data Semantics for Multimedia Systems and Applications","Irvine","2008","Proc DSMSA 2008","","","","509","514","","IEEE","Piscataway, NJ","",105
"NACIONAL","Workshop de Teses e Dissertacoes em Bancos de Dados","Campinas","2008","Anais WTBD - SBBD 2008","","","","","","","SBC","Porto Alegre","",106
"INTERNACIONAL","5th International Conference on Web Information Systems and Technologies","Lisboa","2009","Proc WEBIST 2009","","","","335","340","","INSTICC","","",107
"INTERNACIONAL","5th International Conference on Web Information Systems and Technologies (WEBIST2009)","Lisboa","2009","Proc WEBIST 2009","","","","305","310","9789898111814","INSTICC","","",108
"INTERNACIONAL","PhD Showcase - ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems","Baltimore","2008","ACM SIGSPATIAL","1","1","","27","32","","ACM","","",109
"NACIONAL","eScience 2009 (workshop SBBD)","Fortaleza","2009","Proceedings eScience 2009","","","","","","","SBC","Porto Alegre","",110
"NACIONAL","XVIII Concurso de teses e disserações da SBC","São Leopoldo","2005","Anais XVIII CTD (XXV Congresso anual da SVC)","1","","","1","10","","SBC","Porto Alegre","",111
"NACIONAL","VII Simposio sobre fatores humanos em sistemas computacionais (IHC)","Natal","2006","Anais IHC 2006 (SBC)","","","","168","177","","SBC","Porto Alegre","",112
"NACIONAL","Workshop de teses e dissertações em bancos de dados (WTDBD)","Campinas","2008","Anais, WTDBD","","","","1","7","","SBC","Porto Alegre","",113
"INTERNACIONAL","11th International Conference Enterprise Information Systems","Roma","2009","Proceedings ICEIS","LNBIP","24","","758","769","9783642013461","Springer","","",114
"INTERNACIONAL","17th ACM SIGSPATIAL Conference","Seattle","2009","Proceedings 17th ACM SIGSPATIAL","","","","","","","ACM","","",115
"NACIONAL","VIII WTDBD - Workshop de Teses e Dissertações em Bancos de Dados","Fortaleza","2009","Anais VIII WTBD","","","","","","","SBC","Porto Alegre","",116
"INTERNACIONAL","6th Workshop on Geographic Information Retrieval","Zurich","2010","Proceedings GIR 10","","","","10","18","","ACM","New York","",117
"INTERNACIONAL","IEEE Latin Americian Regional Conference on the Engineering of Computer Based Systems (ECBS-LARC)","Rio de Janeiro","2009","IEEE Latin Americian Regional Conference on the Engineering of Computer Based Systems (ECBS-LARC)","","","","30","38","","IEEE Press","Piscataway","",118
"INTERNACIONAL","IEEE Engineering Education 2010 ? The Future of Global Learning in Engineering Education","Madri","2010","Proc IEEE EDUCON 2010","","","","35","42","","IEEE Press","Piscataway","",119
"NACIONAL","IV Workshop em eScience","Belo Horizonte","2010","Anais, IV Workshop em eScience","","","","","","","SBC","Porto Alegre","",120
"NACIONAL","Workshop de teses e dissertações em bancos de dados (WTDBD)","Belo Horizonte","","Anais X WTDBD","","","","","","","SBC","Porto Alegre","",121
"INTERNACIONAL","7th IEEE eScience Conference","Brisbane","2010","Proceedings, IEEE eScience 2010 Conference","","","","","","","IEEE press","New York","",122
"NACIONAL","Workshop on Challenges in eScience (associado ao SBAC-PAD)","Itaipava","2010","Anais, Workshop on Challenges in eScience","","","","","","","SBC","","",123
"NACIONAL","GeoChange 2010 - Research Symposium GIScience for Environmental Change","Campos do Jordão","2010","Proc GeoChange 2010 - Research Symposium GIScience for Environmental Change","","","","31","37","978389396449","Akademische Verlagsgesellschaft AKA GmbH","Heidelberg","",124
"NACIONAL","V e-Science Workshop","Natal","2011","Anais, V e-Science Workshop","","","","","","","SBC","","",125
"INTERNACIONAL","WEBIST - 7th International Conference on Web Information Systems","Noordwijkerhout","2011","Proc WEBIST - 7th International Conference on Web Information Systems","","","","","","","INSTICC","","",126
"NACIONAL","XII Brazilian Symposium on Geoinformatics","Campos do Jordão","2011","Anais XII Geoinfo","","","","1","12","","SBC","","",127
"NACIONAL","Workshop de Teses e Dissertações do Webmidia","Florianópolis","2011","Anais WTD - Webmidia","","","","1","7","","SBC","Porto Alegre","",128
"INTERNACIONAL","27th ACM Symposium on Applied Computing (SAC)","Riva del Garda","2012","Proc 27th ACM SAC","","","","1","6","","ACM","Piscataway","",129
"INTERNACIONAL","6th International Workshop on Semantic and Conceptual Issues in GIS","Florenca","2012","Proceedings SECOGIS 2012","","","","284","293","","Springer Verlag","Heidelberg","",130
"NACIONAL","VI Brazilian eScience Workshop","Curitiba","2012","Anais VI Brazilian eScience Workshop","","","","","","","SBC","","",131
"INTERNACIONAL","12th International Conference on Computational Science and its Applications -- ICCSA","Salvador","2012","Proceedings ICCSA 2012 - 12th International Conference on Computational Science and its Applications","7333","","","620","634","","Springer Verlag","Heidelberg","",132
"NACIONAL","XIII Brazilian Symposium on Geoinformatics","Campos do Jordao","2012","Proceedings XIII Geoinfo","","","","","","","SBC","","",133
"NACIONAL","XIII Brazilian Symposium on Geoinformatics","Campos do Jordao","2012","Anais, XIII Geoinfo","","","","","","","SBC","PortoAlegre","",134
"INTERNACIONAL","15th International Symposium on Spatial Data Handling - SDH","Bonn","2012","Proceedings 15th SDH","","","","","","","Springer","","",135
"INTERNACIONAL","International Joint Conference on Biomedical Engineering Systems and Technologies - HEALTHINF - BIOSTEC, 2013,","Bracelona","","Proceedings 6th International Conference on Health Informatics","","","","","","","IOP","Bristol","",136
"INTERNACIONAL","19th Americas Conference on Information Systems","Chicago","2013","Proc. 19th AMCIS","","","","","","","Association for Information Systems","N York","",137
"INTERNACIONAL","International Workshop on Data Engineering Meets the Semantic Web (DESWEB)","Brisbane","2013","Proc DESWEB 2013","","","","13","19","","IEEE","New York","",138
"INTERNACIONAL","25th International Conference on Scientific and Statistical Database Management","Baltimore","2013","Proceedings 23rd SSDBM","","","","","","","","Seattle","",139
"INTERNACIONAL","9th IEEE International Conference on e-Science","Pequim","2013","Proceedings 9th IEEE eScience Conference","","","","","","","IEEE","Piscataway","",140
"INTERNACIONAL","World Social Science Forum 2013 (social transformations and the digital ages)","Montreal","2013","World Social Science Forum 2013","","","","","","","World Social Science Forum","Montreal","",141
"INTERNACIONAL","Workshop on LOng term Preservation for big Scientific data","Chicago","2014","Proc LOPS@ICDE","","","","1","10","","IEEE Press","","",142
"INTERNACIONAL","10th International Conference on Web Information Systems and Technologies","Barcelona","2014","Proc. 10th WEBIST","","","","1","9","","INSTICC","Porto","",143
"INTERNACIONAL","10th International Conference on Data Integration in the Life Sciences","Lisboa","2014","10th International Conference on Data Integration in the Life Sciences (DILS 2014)","","","","1","7","","SPRINGER (LNBI)","Heidelberg","",144
"NACIONAL","VIII Brazilian eScience Workshop (Bresci)","Brasilia","2014","Proc. VIII BRESCI","","","","1","4","","SBC","Porto Alegre","",145
"NACIONAL","VIII Brazilian eScience Workshop (Bresci)","Brasilia","2014","Anais VIII BRESCI","","","","1","4","","SBC","Porto Alegre","",146
"NACIONAL","XIII Workshop de Teses e Dissertações de Banco de Dados (WTDBD)","Curitiba","","Anais XIII WTDBD","","","","1","4","","SBC","Porto Alegre","",147
"NACIONAL","XIII Workshop de Teses e Dissertações de Banco de Dados (WTDBD)","Curitiba","2014","Anais XIII WTDBD","","","","1","4","","SBC","Porto Alegre","",148
"NACIONAL","XVII Simposio Brasileiro de Sensoriamento Remoto","Natal","2015","Anais, XVII SBSR","","","","6273","6289","","INPE","Sao Jose dos Campos","",149
"NACIONAL","GeoInfo 2015","Campos do Jordao","2015","Proceedings GeoInfo 2015","","","","1","8","","SBC","Porto Alegre","",150
"INTERNACIONAL","10th IEEE International Conference on Semantic Computing","Los angeles","2016","Proceedings 10th IEEE ICSC","1","","","1","5","","IEEE","","",151
"INTERNACIONAL","Proceedings of 6th International Provenance and Annotation Workshop - IPAW 2016)","Washington, DC","2016","Proceedings IPAW 2016","1","","","1","","978-331940592","Springer","","",152
"INTERNACIONAL","12th International Conference on eScience","Baltimore, USA","2016","Proc IEEE 12th eScience Conference","1","","","1","12","","IEEE","","",153
"NACIONAL","Brazilian Symposium on Databases","Salvador","","Anais 31 Simposio Brasileiro de Bancos de Dados","1","","","15","19","","SBC","Porto Alegre","",154
"NACIONAL","Workshop teses e dissertacoes SBBD (WTD-SBBD)","Salvador","2016","Anais WTD","2","","","1","4","","SBC","Porto Alegre","",155
"NACIONAL","IV Brazilian Workshop on Human Factors in Computer-based 
Systems","Florianopolis","2001","ANAIS IV IHC","","","","157","168","","SBC","","",156
