TEXTO-RESUMO-CV-RH,DADOS-GERAIS_Id
"Possui Graduação em Engenharia Elétrica pela Universidade Federal de Pernambuco (1988), Mestrado em Engenharia Elétrica pela Universidade Estadual de Campinas (1993) e Doutorado em Engenharia Elétrica pela Universidade Estadual de Campinas (1997). Desde 1998 é Professor do Instituto de Computação, Universidade Estadual de Campinas, promovido por concurso à Professor Associado em 2003 e à Professor Titular em 2011. Tem experiência na área de Ciência da Computação, com ênfase em Processamento e Análise de Imagens, atuando principalmente nos seguintes temas: Modelos nebulosos de objeto para reconhecimento e segmentação de imagens e vídeo digital; segmentação interativa de imagens e vídeo digital; projeto de operadores de imagem usando grafos; anotação e recuperação de imagens por conteúdo; análise e reconhecimento de padrões em imagens; aprendizado e projeto de descritores de imagem; detecção de objetos e estimação de pose em vídeo digital; aprendizado de máquina, classificação e agrupamento de padrões usando floresta de caminhos ótimos, e visualização volumétrica. Aplicações de interesse envolvem Parasitologia e Saúde Pública, Biologia de Plantas, Medicina Humana e Veterinária, Endodontia, Geologia, Biometria, e Agricultura.",0
