PARTICIPACAO-EM-CONGRESSO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-EVENTOS-CONGRESSOS_Id
0,"210",0
1,"209",0
2,"366",0
3,"421",0
4,"253",0
5,"152",0
6,"246",0
7,"481",0
8,"476",0
9,"423",0
10,"365",0
11,"424",0
12,"367",0
13,"422",0
14,"150",0
15,"151",0
16,"117",0
17,"208",0
18,"118",0
19,"130",0
