NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,ORIENTACAO-EM-ANDAMENTO-DE-POS-DOUTORADO_Id
Supervisão de pós-doutorado,,2015,Brasil,Inglês,0
