NATUREZA,TITULO,ANO,PAIS,IDIOMA,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,APRESENTACAO-DE-TRABALHO_Id
"CONFERENCIA","Design of Optimum-Path Forest Classifiers and its Applications in Image Analysis","2010","Brasil","Inglês","NAO","","","NAO",0
"CONFERENCIA","The Image Foresting Transform from the Image Domain to the  Feature Space","2007","Brasil","Inglês","NAO","","","NAO",1
"CONFERENCIA","Image Annotation: Can we get high accuracy fast and with minimal human interaction?","2013","Brasil","Inglês","NAO","","","NAO",2
"CONFERENCIA","Classificação supervisionada de padrões por florestas de  caminhos ótimos","2007","Brasil","Português","NAO","","","NAO",3
"CONFERENCIA","Medical Image Segmentation using Object Shape Models: A critical review on recent trends, and alternative directions","2015","Espanha","Inglês","NAO","","","NAO",4
"CONFERENCIA","The Image Foresting Transform: Recent Advances and Perspectives","2009","Grécia","Inglês","NAO","","","NAO",5
