CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"INTERNACIONAL","SPIE on Medical Imaging","San Diego","1999","","3661","","","184","191","","SPIE Press","","",0
"INTERNACIONAL","SPIE on Medical Imaging","San Diego, CA","1999","","3658","","","484","492","","SPIE Press","","",1
"NACIONAL","XII Brazilian Symposium on Computer Graphics and Image Processing (SIBGRAPI)","Campinas","1999","","","","","105","111","0769504817","IEEE Press","","",2
"INTERNACIONAL","International Telecommunications Symposium (ITS)","Rio de Janeiro","1998","","","","","468","475","","IEEE Press","","",3
"INTERNACIONAL","Proc. of SPIE on Medical Imaging, Image Processing","New Port Beach, CA","1997","","3034","","","228","239","","SPIE Press","","",4
"NACIONAL","Simpósio Brasileiro de Telecomunicações","Recife","1997","XV Simpósio Brasileiro de Telecomunicações","","","","186","190","","Sociedade Brasileira de Telecomunicações","","",5
"INTERNACIONAL","Proc. of SPIE on Medical Imaging, Image Processing","New Port Beach, CA","1996","","2710","","","278","288","","SPIE Press","","",6
"INTERNACIONAL","Proc. of the 5th International Symposium on Mathematical Morphology","Palo Alto - CA","2000","5th International Symposium on Mathematical Morphology and its Applications to Image and Signal Processing","","","","341","350","0792378628","Kluwer Academic","Norwell, Massachusetts, USA","",7
"NACIONAL","Anais do XVII Simpósio Brasileiro de Telecomunicações (SBT)","Vila Velha","1999","","","","","244","249","","","","",8
"NACIONAL","XI Brazillian Symposium on Computer Graphics, Image Processing, and Vision (SIBGRAPI)","Rio de Janeiro","1998","","","","","468","475","","IEEE Press","","",9
"INTERNACIONAL","Proc. of IEEE Computer Society, the International Database Engineering & Applications Symposium (IDEAS´01)","Grenoble, France","2001","","","","","356","365","","IEEE Press","","",10
"INTERNACIONAL","Proc. of SPIE on Medical Imaging, Image Processing","San Diego - CA","2001","","4322","","","468","479","0819440086","SPIE Press","","",11
"INTERNACIONAL","Proc. of SPIE on Medical Imaging, Image Processing","San Diego, CA","2001","","4322","","","1091","1100","0819440086","SPIE Press","","",12
"NACIONAL","Proc. of XIII Brazilian Symposium on Computer Graphics and Image Processing (SIBGRAPI)","Gramado, RS","2000","","","","","269","275","","IEEE Press","","",13
"INTERNACIONAL","Proc. of ACM Multimedia Conference, Intl Workshop on Information Retrieval","Los Angeles, CA","2000","","","","","171","174","","","","",14
"INTERNACIONAL","Proc. of SPIE on Medical Imaging, Image Processing","San Diego - CA","2000","","3979","","","212","223","","SPIE Press","","",15
"NACIONAL","Proc. of V Simpósio Brasileiro de Computação Gráfica e Processamento de Imagens (SIBGRAPI)","Recife - PE","1993","","","","","323","331","","","","",16
"INTERNACIONAL","Khoros Workshop in Visualization","Boston","1992","Khoros Workshop in Visualization","","","","19","23","","","","",17
"NACIONAL","I Fórum Nacional de Ciência e Tecnologia em Saúde","Caxambú - MG","1992","I Fórum Nacional de Ciência e Tecnologia em Saúde","","","","288","291","","","","",18
"NACIONAL","V Simpósio Brasileiro de Computação Gráfica e Processamento de Imagens","Águas de Lindóia - SP","1992","V Simpósio Brasileiro de Computação Gráfica e Processamento de Imagens","","","","125","134","","","","",19
"INTERNACIONAL","the IEEE 14th International Conference on Digital Signal Processing (DSP)","Santorini, Greece","2002","Proc. of the IEEE 14th Intl. Conference on Digital Signal Processing","","","","1089","1092","0780375033","IEEE press.","","",20
"INTERNACIONAL","Proc. of SPIE on Medical Imaging","San Diego, CA","2002","","4681","","","472","482","081944426X","SPIE Press","","",21
"NACIONAL","Proc. of the XV Brazillian Symposium on Computer Graphics and Image Processing (SIBGRAPI)","Fortaleza, CE","2002","","","","","146","152","15301834","IEEE Press","","",22
"NACIONAL","Proc. of the XV Brazillian Symposium on Computer Graphics and Image Processing (SIBGRAPI)","Fortaleza, CE","2002","","","","","229","239","15301834","IEEE Press","","",23
"INTERNACIONAL","Proc of the 5th Intl. Conference on Visual Information System (VISUAL)","Hsin Chu, Taiwan","2002","","","","","12","23","","Springer","","",24
"INTERNACIONAL","Proc. of ACM, 11th Intl. Conference on Information and Knowledge Management (CIKM)","Mc Lean, VA","2002","","","","","102","109","1581134924","ACM","","",25
"INTERNACIONAL","SPIE on Medical Imaging","San Diego, CA","2003","Proc of SPIE on Medical Imaging","5029","","","569","580","0819448303","SPIE","","",26
"INTERNACIONAL","SPIE on Medical Imaging","San Diego, CA","2003","Proc of SPIE on Medical Imaging","5032","","","1464","1475","0819448338","SPIE","","",27
"INTERNACIONAL","In Proc. of IEEE International Conference on Image Processing (ICIP)","Barcelona","2003","Proc. of IEEE International Conference on Image Processing (ICIP)","1","","","357","360","","IEEE","","",28
"NACIONAL","XVI Brazillian Symposium on Computer Graphics and Image Processing","Sao Carlos-SP","2003","","","","","355","362","","IEEE Press","","",29
"NACIONAL","XVI Brazillian Symposium on Computer Graphics and Image Processing","Sao Carlos","2003","","","","","167","174","","IEEE","","",30
"NACIONAL","XIV Brazillian Symposium on Computer Graphics and Image Processing","Florianópolis","2001","Proc. of the XIV Brazillian Symposium on Computer Graphics and Image Processing","","","","404","404","","IEEE","","",31
"NACIONAL","XVII Brazillian Symposium on Computer Graphics and Image Processing (SIBGRAPI)","Curitiba","2004","","","","","65","71","0769522270","IEEE Press","","",32
"NACIONAL","XVII Brazillian Symposium on Computer Graphics and Image Processing (SIBGRAPI)","Curitiba","2004","","","","","130","137","076952270","IEEE Press","","",33
"NACIONAL","XVIII Brazillian Symposium on Computer Graphics and Image Processing (SIBGRAPI)","Natal - RN","2005","","","","","97","104","15301834","IEEE Press","","",34
"NACIONAL","XVIII Brazillian Symposium on Computer Graphics and Image Processing (SIBGRAPI)","Natal - RN","2005","","","","","139","146","0769523897","IEEE Press","","",35
"INTERNACIONAL","CIKM","Bremen","2005","ACM Fourteenth Conference on Information and Knowledge Management (CIKM)","","","","335","336","1595931406","ACM","","",36
"NACIONAL","SIBGRAPI","Manaus","2006","26th Brazilian Symposium on Computer Graphics and Image Processing","","","","37","44","0769526861","IEEE","","",37
"NACIONAL","SIBGRAPI","Manaus","2006","19th Brazilian Symposium on Computer Graphics and Image Processing","","","","213","220","0769526861","IEEE","","",38
"NACIONAL","Congresso Brasileiro de Patologia Clínica e Medicina Laboratorial","Curitiba-PR","2006","40o. Congresso Brasileiro de Patologia Clínica e Medicina Laboratorial","","","","456","456","8560167005","","","",39
"INTERNACIONAL","ISBI","","","3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro","","","","486","489","0780395778","IEEE","","",40
"INTERNACIONAL","IEEE International Conference on Image Processing","San Antonio","2007","14th IEEE Intl. Conference on Image Processing","VI","","","349","352","1424414377","IEEE","","",41
"INTERNACIONAL","International Symposium on Mathematical Morphology","Rio de Janeiro","2007","Mathematical Morphology and its Applications in Signal and Image Processing, Proc. of the 8th Internacional Symposium on Mathematical Morphology","","","","141","152","","MCT/INPE","","",42
"INTERNACIONAL","International Symposium on Mathematical Morphology","Rio de Janeiro","2007","Mathematical Morphology and its Applications in Signal and Image Processing, Proc. of the 8th Internacional Symposium on Mathematical Morphology","","","","425","436","","MCT/INPE","","",43
"INTERNACIONAL","International Symposium on Mathematical Morphology","Rio de Janeiro","2007","Mathematical Morphology and its Applications in Signal and Image Processing, Proc. of the 8th Internacional Symposium on Mathematical Morphology","","","","337","348","","MCT/INPE","","",44
"NACIONAL","XX Concurso de Teses e Dissertações da SBC","Rio de Janeiro","2007","XXVII Congresso da Sociedade Brasileira de Computação","","","","2043","2047","","SBC","","",45
"NACIONAL","XVIII Concurso de Teses e Dissertações da SBC","São Leopoldo","2005","XXV Congresso da Sociedade Brasileira de Computação","","","","","","","SBC","","",46
"INTERNACIONAL","SIGGRAPH","Boston","2006","33rd International Conference and Exhibition on Computer Graphics and Interactive techniques","","","","","","","ACM","","",47
"INTERNACIONAL","World Congress on Medical Physics and Biomedical Engineering","Rio de Janeiro","1994","Proc. of the World Congress on Medical Physics and Biomedical Engineering","","","","639","639","","","","",48
