CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"INTERNACIONAL","World Congress on Medical Physics and Biomedical Engineering","Rio de Janeiro","1994","Proc. of the World Congress on Medical Physics and Biomedical Engineering","","","","639","639","","","","",49
"INTERNACIONAL","8th Intl. Conf. on Advanced Concepts for Intelligent Vision Systems (ACIVS)","Antuérpia","2006","ProLecture Notes in Computer Science","4179","","","138","149","3540446303","Springer","","",50
"INTERNACIONAL","3rd Intl. Symposium on Visual Computing","Lake Tahoe, Nevada, CA","2007","Lecture Notes in Computer Science","4842","2","","193","204","","Springer","","",51
"INTERNACIONAL","International Conference on Bio-Inspired Systems and Signal Processing","Funchal","2008","Proc of the International Conference on Bio-Inspired Systems and Signal Processing (Biosignals 2008)","1","","","92","99","9788988111180","INSTICC","","",52
"INTERNACIONAL","IEEE Intl. Conf, on Field Programmable Technology","Kokurakita, Kitakyushu","2007","Proc. of 2007 Intl. Conf, on Field Programmable Technology","1","","","137","144","1424414717","IEEE","","",53
"INTERNACIONAL","Intl. Symp. on Communications, Control and Signal Processing","St. Julians, Malta","2008","Proc. of the 3rd IEEE Intl. Symp. on Communications, Control and Signal Processing","1","","","735","740","9781424416882","IEEE","","",54
"INTERNACIONAL","Intl. Symp. on Biomedical Imaging","Paris","2008","Proc. of the Fifth IEEE Intl. Symp. on Biomedical Imaging: From Nano to Macro","1","","","209","212","978142442003","IEEE","","",55
"INTERNACIONAL","Intl. Symp. on Biomedical Imaging","Paris","2008","Proc. of the Fifth IEEE Intl. Symp. on Biomedical Imaging: From Nano to Macro","1","","","428","431","9781424420032","IEEE","","",56
"INTERNACIONAL","Intl. Symp. on Biomedical Imaging","Paris","2008","Proc. of the Fifth IEEE Intl. Symp. on Biomedical Imaging: From Nano to Macro","1","","","424","427","9781424420032","IEEE","","",57
"INTERNACIONAL","Intl. Workshop on Combinatorial Image Analysis","Buffalo","2008","Proc. of the 12th Intl. Workshop on Combinatorial Image Analysis: Application Track","1","","","29","38","9789810802288","Research Publishing Services (RPS)","Singapore","",58
"INTERNACIONAL","Intl. Workshop on Combinatorial Image Analysis","Buffalo","2008","Proc. of the 12th Intl. Workshop on Combinatorial Image Analysis: Theory Track","","","","136","147","9783540782742","Springer, LNCS 4958","","",59
"INTERNACIONAL","15th Intl. Conf. on Systems, Signals,  and Image Processing","Bratislava","2008","Intl. Conf. on Systems, Signals,  and Image Processing","1","","","249","252","9788022728560","IEEE","","",60
"NACIONAL","XXI Brazilian Symposium on Computer Graphics and Image Processing","Campo Grande","2008","Proc. of the XXI Brazilian Symposium on Computer Graphics and Image Processing","1","","","121","128","9780769533582","IEEE","","",61
"INTERNACIONAL","Intl. Symp. on Visual Computing","Las Vegas, USA","2008","Proc. of the 4th Intl. Symp. on Visual Computing (LNCS, Part I)","5358","","","935","944","9783540896388","Springer","","",62
"NACIONAL","Brazilian Symposium on Computer  Graphics and Image Processing","Campo Grande","2008","Workshop of Theses  and Dissertations of the XXI Brazilian Symposium on Computer  Graphics and Image Processing","","","","136","144","","","","",63
"INTERNACIONAL","Intl. Symposium on Multimedia (ISM)","Berkeley","2008","IEEE Proc. of the 10th Intl. Symp. on Multimedia (ISM 2008)","1","","","148","153","9780769534541","IEEE","","",64
"INTERNACIONAL","3rd Pacific-Rim Symposium on Image and Video Technology (PSVIT 2009)","Tokyo, Japan","2008","Advances in Image and Video Technology, LNCS","5414","","","386","397","9783540929567","Springer","","",65
"INTERNACIONAL","Southern Programmable Logic Conference","São Carlos","2009","Proc. of the V Southern Programmable Logic Conference","1","","","27","32","9781424438464","Rima","São Carlos","",66
"INTERNACIONAL","IAPR TC-15 Workshop on Graph-based Representations in Pattern Recognition","Venice, Italy","2009","Proc. of the 7th IAPR TC-15 Workshop on Graph-based Representations in Pattern Recognition","5534","","","195","204","9783642021237","Springer (LNCS)","","",67
"NACIONAL","Simpósio Brasileiro de Sensoriamento Remoto","Natal","2009","XIV Simpósio Brasileiro de Sensoriamento Remoto","1","","","7063","7070","9788517000447","MCT-INPE","","",68
"INTERNACIONAL","Intl. Conf. on Image Analysis and Processing","Salermo, Italy","2009","Proc. of the 15th Intl. Conf. on Image Analysis and Processing","5716","","","259","268","9783642041457","Springer","","",69
"NACIONAL","Concurso de Teses e Dissertações da SBC","Bento Gonçalves, RS","2009","Anais do XXII Concurso de Teses e Dissertações da SBC","","","","41","48","","SBC","Porto Alegre","",70
"NACIONAL","Concurso de Teses e Dissertações da SBC","Bento Gonçalves, RS","2009","Anais do XXII Concurso de Teses e Dissertações da SBC","","","","17","23","","SBC","Porto Alegre","",71
"INTERNACIONAL","IEEE Intl. Symp. on Biomedical Imaging: From Nano to Macro (ISBI)","Boston, MA","2009","Proc. of the Sixth IEEE Intl. Symp. on Biomedical Imaging: From Nano to Macro","","","","506","509","9781424439324","IEEE","","",72
"INTERNACIONAL","Intl. Conf. on Digital Signal Processing","Santorini, Greece","2009","Proc. of the 16th Intl. Conf. on Digital Signal Processing","1","","","1","8","9781424432981","IEEE","","",73
"NACIONAL","Brazilian Symposium on Computer Graphics and Image Processing","Rio de Janeiro","2009","XXIIth Brazilian Symposium on Computer Graphics and Image Processing","1","","","268","275","9781424449781","IEEE","","",74
"INTERNACIONAL","Intl. Conf. on Digital Signal Processing","Santorini, Greece","2009","Proc. of the 16th Intl. Conf. on Digital Signal Processing","1","","","1","6","9781424432981","IEEE","","",75
"INTERNACIONAL","Intl. Conf. on Systems, Signals and Image Processing","Chalkida, Greece","2009","Proc. of the 16th Intl. Conf. on Systems, Signals and Image Processing","1","","","1","4","9781424445301","IEEE","","",76
"INTERNACIONAL","Intl. Conf. on Systems, Signals, and Image Processing","Chalkida, Greece","2009","Proc. of the 16th Intl. Conf. on Systems, Signals, and Image Processing","1","","","1","4","9781424445301","IEEE","","",77
"INTERNACIONAL","Intl. Conf. on Systems, Signals, and Image Processing","Chalkida, Greece","2009","Proc. of the 16th Intl. Conf. on Systems, Signals and Image Processing","1","","","1","4","9781424445301","IEEE","","",78
"INTERNACIONAL","13th Intl Conf on Computer Analysis of Images and Patterns","Munster","2009","Lecture Notes in Computer Science","5702","","","971","978","03029743","Springer (LNCS)","Heidelberg","",79
"INTERNACIONAL","15th Intl. Conf. on Intelligent System Application to Power Systems","Curitiba","2009","Proc. of the 15th Intl. Conf. on Intelligent System Application to Power Systems","1","","","1","5","9781424450978","IEEE","","",80
"INTERNACIONAL","35th IEEE Intl. Conf. on Acoustics, Speech, and Signal Processing","Dallas, TX, USA","2010","Proc. of the 35th IEEE Intl. Conf. on Acoustics, Speech, and Signal Processing","1","","","2190","2193","9781424442966","IEEE","","",81
"INTERNACIONAL","Intl. Symp. CompIMAGE?10 - Computational Modelling of Objects Represented in Images: Fundamentals, Methods and Applications","Buffalo-Niagara","2010","Proc. of the 15th Intl Symp CompIMAGE?10 - Computational Modelling of Objects Represented in Images: Fundamentals, Methods and Applications","6026","","","210","220","978364212711","Springer (LNCS)","Heidelberg","",82
"NACIONAL","Concurso de Teses e Dissertações da SBC","Bento Gonçalves, RS","2009","XXII Concurso de Teses e Dissertações da SBC","","","","41","48","","SBC","Porto Alegre","",83
"INTERNACIONAL","Iberoamerican Congress on Pattern Recognition","São Paulo","2010","Proc. of the 15th Iberoamerican Congress on Pattern Recognition","6419","","","467","475","9783642166860","Springer (LNCS)","","",84
"NACIONAL","SIBGRAPI: Conference on Graphics, Patterns, and Images","Gramado-RS","2010","Proc. of the 23rd SIBGRAPI: Conference on Graphics, Patterns, and Images","1","","","164","171","","IEEE (Xplore)","","",85
"NACIONAL","SIBGRAPI: Conference on Graphics, Patterns, and Images","Gramado-RS","2010","Proc. of the 23rd SIBGRAPI: Conference on Graphics, Patterns, and Images","1","","","309","316","","IEEE (Xplore)","","",86
"NACIONAL","Workshop of theses and dissertations of the 23rd SIBGRAPI","Gramado-RS","2010","Proc. of the Workshop of theses and dissertations of the 23rd SIBGRAPI","1","","","438","443","","SBC","","",87
"INTERNACIONAL","International Conference on Pattern Recognition","Istanbul-Turkey","2010","Proc. of the 20th Intl. Conf. on Pattern Recognition (ICPR)","1","","","4162","4165","9781424475421","IEEE (Xplore)","","",88
"INTERNACIONAL","International Conference on Systems, Signals, and Image Processing (IWSSIP)","Rio de Janeiro","2010","Proc. of the 17th Intl. Conf. on Systems, Signals, and Image Processing","1","","","57","60","9788522805655","IEEE (Xplore)","","",89
"INTERNACIONAL","International Conference on Systems, Signals, and Image Processing (IWSSIP)","Rio de Janeiro","2010","Proc. of the 17th Intl. Conf. on Systems, Signals, and Image Processing","1","","","134","137","9788522805655","IEEE (Xplore)","","",90
"INTERNACIONAL","International Conference on Systems, Signals, and Image Processing (IWSSIP)","Rio de Janeiro","2010","Proc. of the 17th Intl. Conf. on Systems, Signals, and Image Processing","1","","","154","157","9788522805655","IEEE (Xplore)","","",91
"INTERNACIONAL","International Conference on Systems, Signals, and Image Processing (IWSSIP)","Rio de Janeiro","2010","Proc. of the 17th Intl. Conf. on Systems, Signals, and Image Processing","1","","","457","460","9788522805655","IEEE (Xplore)","","",92
"INTERNACIONAL","Intl. Conf. of the IEEE Engineering in Medicine and Biology Society (EMBC)","Buenos Aires","2010","Proc. of the 32nd Annual Intl. Conf. of the IEEE Engineering in Medicine and Biology Society","1","","","6087","6090","9781424441235","IEEE (Xplore)","","",93
"INTERNACIONAL","SPIE on Medical Imaging: Visualization, Image-Guided Procedures, and Modelling","Lake Buena Vista, FL, USA","2011","Proc. of SPIE on Medical Imaging: Visualization, Image-Guided Procedures, and Modelling","7964","","","","10 pages","9780819485069","SPIE","","",94
"INTERNACIONAL","SPIE on Medical Imaging: Visualization, Image-Guided Procedures, and Modelling","Lake Buena Vista, FL, USA","2011","Proc. of SPIE on Medical Imaging: Visualization, Image-Guided Procedures, and Modelling","7962","","","","12 pages","9780819485045","SPIE","","",95
"INTERNACIONAL","IEEE Intl. Symp. on Biomedical Imaging: From Nano to Macro (ISBI)","Chicago","2011","Proc. of the 8th IEEE Intl. Symp. on Biomedical Imaging: From Nano to Macro","","","","285","288","9781424441280","IEEE","","",96
"INTERNACIONAL","IEEE Intl. Symp. on Biomedical Imaging: From Nano to Macro (ISBI)","Chicago","2011","Proc.of the 8th IEEE Intl. Symp. on Biomedical Imaging: From Nano to Macro","","","","2031","2035","9781424441280","IEEE","","",97
"INTERNACIONAL","Intl. Work. on Combinatorial Image Analysis (IWCIA)","Madrid","2011","Proc. of the 14th Intl. Work. on Combinatorial Image Analysis","6636","","","456","468","9783642210723","LNCS, Springer","","",98
"INTERNACIONAL","IEEE Intl. Conf. on Acoustics, Speech, and Signal Processing (ICASSP)","Prague","2011","Proc. of the 36th IEEE Intl. Conf. on Acoustics, Speech, and Signal Processing","","","","2052","2055","9781457705397","IEEE","","",99
"INTERNACIONAL","International Conference on Computer Analysis of Images and Patterns (CAIP)","Seville (Spain)","2011","Proc. of the 14th Intl. Conf. on Computer Analysis of Images and Patterns (LNCS)","6854","","","211","218","9783642236716","Springer","","",100
"INTERNACIONAL","2011 IEEE International Symposium on Circuits and Systems (ISCAS)","Rio de Janeiro","","2011 IEEE International Symposium of Circuits and Systems (ISCAS)","","","","1045","1048","9781424494736","IEEE","","",101
"INTERNACIONAL","International Conference on Image Processing (ICIP)","Brussels (Belgium)","2011","Proc. of the 18th Intl. Conf. on Image Processing","","","","","","","IEEE","","",102
"INTERNACIONAL","International Conference on Image Processing (ICIP)","Brussels","2011","Proc. of the 18th Intl. Conf. on Image Processing","","","","","","","IEEE","","",103
"INTERNACIONAL","2011 IEEE International Joint Conference on Biometrics (IJCB)","Washington","","2011 International Joint Conference on Biometrics (IJCB)","","","","1","8","9781457713590","IEEE","","",104
"NACIONAL","Conference on Graphics, Patterns and Images (SIBGRAPI)","Maceió - AL","2011","Proc. of the XXIV SIBGRAPI - Conference on Graphics, Patterns and Images","","","","","","","IEEE","","",105
"NACIONAL","WTD - SIBGRAPI - Conference on Graphics, Patterns, and Images","Maceió- AL","2011","Workshop on Theses and Dissertations - SIBGRAPI - Conference on Graphics, Patterns, and Images","","","","","","","","","",106
"INTERNACIONAL","Intl. Conf. on Computer Analysis of Images and Patterns (CAIP)","Seville (Spain)","2011","Proc. of the 14th Intl. Conf. on Computer Analysis of Images and Patterns","6855","","","300","307","9783642236778","Springer (LNCS)","","",107
"NACIONAL","24th SIBGRAPI Conference on Graphics, Patterns and Images","Maceió","2011","Graphics, Patterns and Images (Sibgrapi), 2011 24th SIBGRAPI Conference on","1","","","181","188","9781457716744","IEEE","","",108
"INTERNACIONAL","Intl. Conf. in Central Europe on Computer Graphics, Visualization, and Computer Vision (WSCG)","Pizen","2012","20th Intl. Conf. in Central Europe on Computer Graphics, Visualization, and Computer Vision","","","","27","34","9788086943794","Union Agency","","",109
"INTERNACIONAL","Intl. Conf. on Bio-Inspired Systems and Signal Processing (BIOSIGNALS)","Vilamoura, Algarve","2012","Intl. Conf. on Bio-Inspired Systems and Signal Processing","","","","527","533","9789898425898","SciTePress","","",110
"NACIONAL","2012 XXV SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Ouro Preto","","2012 25th SIBGRAPI Conference on Graphics, Patterns and Images","1","","","1","8","","IEEE","","",111
"INTERNACIONAL","IEEE Intl. Conf. on Pattern Recognition (ICPR)","Tsukuba, Japan","2012","21st IEEE Intl Conf on Pattern Recognition","","","","","","","IEEE","","",112
"INTERNACIONAL","IEEE Intl. Conf. on Pattern Recognition (ICPR)","Tsukuba, Japan","2012","21st IEEE Intl Conf on Pattern Recognition","","","","3078","3081","1051-4651","IEEE","","",113
"INTERNACIONAL","IEEE Intl. Conf. on Pattern Recognition (ICPR)","Tsukuba, Japan","2012","21st IEEE Intl Conf on Pattern Recognition","","","","","","","IEEE","","",114
"INTERNACIONAL","Intl. Conf. on Image Processing (ICIP)","Orlando, FL","2012","19th IEEE Intl Conf on Image Processing","","","","","","","IEEE","","",115
"INTERNACIONAL","IGARSS 2012 2012 IEEE International Geoscience and Remote Sensing Symposium","Munich","","2012 IEEE International Geoscience and Remote Sensing Symposium","1","","","2221","2224","","IEEE","","",116
"INTERNACIONAL","SPIE on Medical Imaging","San Diego","2012","SPIE on Medical Imaging: Image Processing","8316","","","","11 pages","","SPIE","","",117
"INTERNACIONAL","SPIE on Medical Imaging","San Diego","","SPIE on Medical Imaging: Image-Guided Procedures, Robotic Interventions, and Modeling","8316","","","","8 pages","","SPIE","","",118
"INTERNACIONAL","SPIE on Medical Imaging","San Diego","2012","SPIE on Medical Imaging: Image Processing","8314","","","","12 pages","","SPIE","","",119
"INTERNACIONAL","2013 IEEE 10th International Symposium on Biomedical Imaging (ISBI 2013)","San Francisco","","2013 IEEE 10th International Symposium on Biomedical Imaging","","","","460","","9781467364553","IEEE","","",120
"INTERNACIONAL","SPIE on Medical Imaging: Image-Guided Procedures, Robotic Interventions, and Modeling ,","Lake Buena Vista","2013","SPIE on Medical Imaging: Image-Guided Procedures, Robotic Interventions, and Modeling","8671","","","1","8","9780819494450","SPIE","","",121
"INTERNACIONAL","the 28th Annual ACM Symposium","Coimbra","","Proceedings of the 28th Annual ACM Symposium on Applied Computing - SAC '13","","","","53","","9781450316569","ACM Press","New York","",122
"INTERNACIONAL","IGARSS 2013 2013 IEEE International Geoscience and Remote Sensing Symposium","Melbourne","","2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS","","","","2982","","9781479911141","IEEE","","",123
"INTERNACIONAL","Intl. Conf. on Computer Analysis of Images and Patterns (CAIP)","York, UK","2013","Proc. of the 15th Intl. Conf. on Computer Analysis of Images and Patterns, Part II","8048","","","233","240","9783642402456","Springer-Verlag","Berlin","",124
"INTERNACIONAL","2013 International Conference on Biometrics (ICB)","Madrid","","2013 International Conference on Biometrics (ICB)","","","","1","7","9781479903108","IEEE","","",125
"INTERNACIONAL","2013 XXVI SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Arequipa","","2013 XXVI Conference on Graphics, Patterns and Images","","","","131","138","9780769550992","IEEE","","",126
"INTERNACIONAL","WTD of the 26th SIBGRAPI: Conference on Graphics, Patterns and Images","Arequipa","2013","Workshop of Theses and Dissertations","","","","1","6","","","","",127
"INTERNACIONAL","Advanced Concepts for Intelligent Vision Systems (ACIVS)","Poznan","2013","Advanced Concepts for Intelligent Vision Systems (ACIVS)","8192","","","203","214","9783319028941","Springer-Verlag","Berlin","",128
"NAO_INFORMADO","British Machine Vision Conference 2012","Surrey","","Procedings of the British Machine Vision Conference 2012","","","","101.1","101.12","1901725464","British Machine Vision Association","","",129
"INTERNACIONAL","2014 27th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Brazil","","2014 27th SIBGRAPI Conference on Graphics, Patterns and Images","1","","","111","118","9781479942589","IEEE","","",130
"INTERNACIONAL","2014 27th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Brazil","","2014 27th SIBGRAPI Conference on Graphics, Patterns and Images","1","","","173","179","9781479942589","","","",131
"INTERNACIONAL","2014 27th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Brazil","","2014 27th SIBGRAPI Conference on Graphics, Patterns and Images","1","","","298","303","9781479942589","","","",132
"INTERNACIONAL","Intl Conf. on Medical Image Computing and Computer-Assisted Intervention (MICCAI)","Boston","2014","Medical Image Computing and Computer-Assisted Intervention","8673","","","690","697","9783319104034","Springer","","",133
"INTERNACIONAL","Computational Modelling of Objects Represented in Images: Fundamentals, Methods and Applications","Pittsburg","2014","Computational Modelling of Objects Represented in Images: Fundamentals, Methods and Applications","8641","","","152","163","9783319099934","Springer","","",134
"INTERNACIONAL","IEEE International Conference on Image Processing (ICIP)","Paris","2014","21st IEEE International Conference on Image Processing","","","","","","","IEEE","","",135
"INTERNACIONAL","2014 22nd International Conference on Pattern Recognition (ICPR)","Stockholm","","2014 22nd International Conference on Pattern Recognition","1","","","3798","3803","9781479952090","IEEE","","",136
"INTERNACIONAL","2014 22nd International Conference on Pattern Recognition (ICPR)","Stockholm","2014","2014 22nd International Conference on Pattern Recognition","1","","","1472","1477","9781479952090","","","",137
"INTERNACIONAL","2014 IEEE 11th International Symposium on Biomedical Imaging (ISBI 2014)","Beijing","2014","2014 IEEE 11th International Symposium on Biomedical Imaging (ISBI)","1","","","1192","1197","9781467319614","IEEE","","",138
"INTERNACIONAL","SPIE Medical Imaging","San Diego","2014","SPIE Medical Imaging: Image-Guided Procedures, Robotic Interventions, and Modeling","9036","","","9pages","","","","","",139
"INTERNACIONAL","SPIE on Medical Imaging","Orlando-FL","2015","SPIE Medical Imaging: Image-Guided Procedures, Robotic Interventions, and Modeling","9415","","","1","11","978162841505","SPIE","","",140
"NAO_INFORMADO","IGARSS 2015 2015 IEEE International Geoscience and Remote Sensing Symposium","Milan","2015","2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","","","","1132","1135","9781479979295","","","",141
"INTERNACIONAL","EuroVis Workshop on Visual Analytics (EuroVA)","Cagliari","2015","EuroVis Workshop on Visual Analytics (EuroVA)","","","","19","23","978-3-905674","The Eurographics Association","Goslar","",142
