TIPO,NATUREZA,TITULO-DO-LIVRO,ANO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-LIVRO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,LIVRO-PUBLICADO-OU-ORGANIZADO_Id
"LIVRO_ORGANIZADO_OU_EDICAO","ANAIS","Proceedings of SIBGRAPI 2007: XX Brazilian Symposium on Computer Graphics and Image Processing.","2007","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",0
