NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SIMPOSIO_Id
"Simpósio","The Image Foresting Transform from the Image Domain to the Feature Space","2007","Brasil","","NAO_INFORMADO","ismm.dpi.inpe.br","NAO","Simposiasta","Convidado","","","NAO",0
"Simpósio","Fast and Automatic Curvilinear Reformatting of MR Images of the Brain for Diagnosis of Dysplastic Lesions","2006","Estados Unidos","","NAO_INFORMADO","","NAO","Poster / Painel","Participante","","","NAO",1
