LIVRE-DOCENCIA_Id,SEQUENCIA-FORMACAO,NIVEL,NOME-INSTITUICAO,ANO-DE-OBTENCAO-DO-TITULO,TITULO-DO-TRABALHO,FORMACAO-ACADEMICA-TITULACAO_Id
0,4,6,Universidade Estadual de Campinas,2003,Livre Docente em Processamento de Imagens,0
