NOME-DO-EVENTO,INSTITUICAO-PROMOTORA,LOCAL-DA-APRESENTACAO,CIDADE-DA-APRESENTACAO,NOME-DO-EVENTO-INGLES,APRESENTACAO-DE-TRABALHO_Id
"15th Iberoamerican Congress on Pattern Recognition (CIARP)","CIARP","São Paulo","São Paulo","",0
"Intl. Symp. on Mathematical Morphology","","Rio de Janeiro","","",1
"Workshop de Visão Computacional","","","Rio de Janeiro","",2
"Colóquio Brasileiro de Matemática","","Rio de Janeiro","","",3
"V Eccomas Thematic Conf. on Computational Vision and Medical Image Processing","","","Tenerife","",4
"16th Intl. Conf. on Digital Signal Processing","","Santorini","Santorini","",5
