NATUREZA,TITULO-DO-TRABALHO-TECNICO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-TECNICO-INGLES,TRABALHO-TECNICO_Id
"ASSESSORIA","The Claude Worthington Benedum Distinguished Award","2012","Estados Unidos","Inglês","MEIO_DIGITAL","","NAO","","",0
"ASSESSORIA","Reserch Advisory Board of Carestream Healthy","2012","Brasil","Inglês","MEIO_DIGITAL","","NAO","","",1
