SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,ATIVIDADE-REALIZADA,NOME-UNIDADE,OUTRAS-ATIVIDADES-TECNICO-CIENTIFICA_Id
"5","ATUAL","2","1998","","","007901000997","Instituto de Computação","007901001993","Assessoria ad-hoc CNPq e FAPESP","Instituto de Computação",0
