TIPO,TITULO-DO-CAPITULO-DO-LIVRO,ANO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-CAPITULO-DO-LIVRO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,CAPITULO-DE-LIVRO-PUBLICADO_Id
"Capítulo de livro publicado","An Intelligent Hybrid Model for Bus Load Forecasting in Electrical Short-Term Operation Tasks","2012","Brasil","Português","NAO_INFORMADO","","NAO","10.4018/978-1-4666-0294-6.ch023","","NAO",0
"Capítulo de livro publicado","Hydropower Scheduling in Large Scale Power Systems","2012","Brasil","Português","NAO_INFORMADO","http://www.intechopen.com/books/hydropower-practice-and-application/hydropower-scheduling-in-large-scale-power-systems","NAO","10.5772/32649","","NAO",1
