NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-DOUTORADO_Id
"Tese de doutorado","Uma abordagem para identificação de transferências de carga em redes de energia elétrica","2014","Brasil","Português","","","",0
"Tese de doutorado","UM MODELO DE OTIMIZAÇÃO PARA TOMADA DE DECISÃO NA PRODUÇÃO DE PRODUTOS LÁCTEOS NO BRASIL","2011","Brasil","Português","","","",1
"Tese de doutorado","Modelo para seleção de Entradas em Previsão de Séries Temporais","2013","Brasil","Português","","","",2
"Tese de doutorado","Modelos e Framework para Otimização de Resultados em Finanças:Orçamento e Planejamento Estratégico (MOFOF).","2013","Brasil","Português","","","",3
