PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"75",0
1,"83",0
2,"84",0
3,"85",0
4,"190",0
5,"191",0
6,"192",0
7,"193",0
8,"196",0
9,"197",0
10,"199",0
11,"200",0
12,"234",0
13,"235",0
