ENSINO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,TIPO-ENSINO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,NOME-CURSO-INGLES,ATIVIDADES-DE-ENSINO_Id
0,"4","ATUAL","POS-GRADUACAO","01","1995","","","","","60034394","Doutorado em Engenharia Elétrica","Engineering",0
1,"2","ATUAL","GRADUACAO","1","1994","","","","","90000002","Engenharia Elétrica","",0
