ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"3","",0
1,"9","",0
2,"11","",0
3,"31","",0
4,"76","",0
5,"97","",0
6,"98","",0
7,"99","",0
8,"144","",0
9,"145","",0
10,"250","",0
11,"253","",0
12,"258","",0
13,"259","",0
14,"38","",0
