NOME,TIPO_ENSINO,NOME_CURSO,NOME_INSTITUICAO,FLAG_PERIODO,MES_INICIO,ANO_INICIO,MES_FIM,ANO_FIM
Estimativas de Software (30h),ESPECIALIZACAO,Especialização em Gerência de Projetos de Software,Universidade Federal do Pará,ANTERIOR,09,2009,12,2009
Engenharia de Software,GRADUACAO,Engenharia de Computação e Informação,Universidade Federal do Rio de Janeiro,ANTERIOR,10,2015,03,2016
Engenharia de Software Experimental I - Estudos Primários,POS-GRADUACAO,Engenharia de Sistemas e Computação,Universidade Federal do Rio de Janeiro,ANTERIOR,06,2015,02,2017
Engenharia de Software Experimental II - Estudos Secundários,POS-GRADUACAO,Engenharia de Sistemas e Computação,Universidade Federal do Rio de Janeiro,ANTERIOR,06,2015,02,2017
Engenharia de Software Orientada a Objetos,GRADUACAO,Engenharia de Computação e Informação,Universidade Federal do Rio de Janeiro,ANTERIOR,04,2016,02,2017
MC861 - Projeto em Computação II,GRADUACAO,Ciência da Computação,Universidade Estadual de Campinas,ATUAL,03,2017,NULL,NULL
