NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,PARTICIPACAO-EM-BANCA-DE-GRADUACAO_Id
"Graduação","Modelo tri dimensional de elementos estruturais","2009","Brasil","Português","","","",0
"Graduação","Modelagem de estrutura 3D na interface gráfica GiD, por intermédio de programação orientada a objetos","2010","Brasil","Português","","","",1
"Graduação","Aproveitamento de máquinas multiprocessadas para cálculo estrutural","2010","Brasil","Português","","","",2
