PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"212",0
1,"213",0
2,"217",0
3,"218",0
4,"219",0
5,"222",0
6,"223",0
7,"225",0
8,"226",0
9,"227",0
10,"229",0
11,"231",0
12,"232",0
13,"233",0
14,"234",0
15,"238",0
16,"239",0
17,"240",0
18,"284",0
19,"285",0
20,"359",0
21,"362",0
22,"388",0
23,"389",0
24,"390",0
25,"396",0
26,"427",0
27,"498",0
28,"502",0
29,"504",0
30,"220",0
