NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-DOUTORADO_Id
"Tese de doutorado","Análise Multiescala de um Modelo Constitutivo Variacional Poroelastoplástico Aplicado ao Estudo de Solos Colapsáveis","2017","Brasil","Português","","","",0
"Tese de doutorado","Malhas Adaptativas em Simulação Numérica de Geleiras","2015","Brasil","Português","","","",1
"Tese de doutorado","Validação de Modelos dee Colapso de Poros em Rochas Carbonáticas","2017","Brasil","Português","","","",2
