NOME-DO-PREMIO-OU-TITULO,NOME-DA-ENTIDADE-PROMOTORA,ANO-DA-PREMIACAO,NOME-DO-PREMIO-OU-TITULO-INGLES,PREMIOS-TITULOS_Id
"Professor Livre-Docente: Área de Resistência de Materiais","Universidade Estadual de Campinas - FEC","1993","",0
"PREMIO DE RECONHECIMENTO ACADEMICO ZEFERINO VAZ","Universidade Estadual de Campinas/UNICAMP","1996","",0
"Professor Homenageado da turma","Turma de engenharia civil 2003","2003","",0
"PREMIO DE RECONHECIMENTO ACADEMICO ZEFERINO VAZ","Universidade Estadual de Campinas - Unicamp","2005","",0
