NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SIMPOSIO_Id
"Simpósio","Apresentação de trabalho : Immersion of meshes in finite elements","2002","Brasil","Português","NAO_INFORMADO","","NAO","","","","","NAO",0
"Simpósio","Minicurso: Programação Orientada para Objetos Aplicada a Elementos Finitos","2006","Brasil","Português","NAO_INFORMADO","","NAO","","","","","NAO",1
"Simpósio","Participação no IV Simpósio Mineiro de Mecânica Computacional","2000","Brasil","Português","NAO_INFORMADO","","NAO","","","","","NAO",2
"Simpósio","Participação no International Symposium on the Application of Computers and Operations Research in the Mineral Industries","2004","China","Inglês","NAO_INFORMADO","","NAO","","","","","NAO",3
"Simpósio","Apresentação de trabalho : Immersion of Meshes in Finite Elements","2002","Brasil","Inglês","IMPRESSO","","NAO","","","","","NAO",4
"Simpósio","Palestra: An Object Oriented Programming Environment for Implementing One-Two and Three Diemensional hp-Adaptive Galerkin Discontinuous Approximations","2006","Brasil","Inglês","NAO_INFORMADO","","NAO","","","","","NAO",5
"Simpósio","Apresentação do Workshop: Métodos de Galerkin Descontínuos e Métodos de Elementos Finitos Multiescalas para Equações Diferenciais Parciais- Teoria e Aplicações","2006","Brasil","Português","NAO_INFORMADO","","NAO","","","","","NAO",6
"Simpósio","Participação no Simpósio Mineiro de Mecânica Computacional","1991","Brasil","Português","NAO_INFORMADO","","NAO","","","","","NAO",7
