NATUREZA,TITULO-DO-TEXTO,ANO-DO-TEXTO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TEXTO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TEXTO-EM-JORNAL-OU-REVISTA_Id
"REVISTA_MAGAZINE","Computacional Mechanics, an area of blossom in Brazil","1999","Espanha","Inglês","IMPRESSO","","NAO","","","NAO",0
"REVISTA_MAGAZINE","Simulação Numérica","2005","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",1
"REVISTA_MAGAZINE","An Object Oriented Approach to Finite Element Programming","1991","Brasil","Inglês","NAO_INFORMADO","","NAO","","","NAO",2
