NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,BANCA-JULGADORA-PARA-AVALIACAO-CURSOS_Id
"Avaliação de cursos","Processo Seletivo das disciplinas Mecânica Geral, Resistência dos Materiais I e II, Estática das Estruturas I e II do Programa Piloto de Bolsas para Instrutores Graduados.","2004","Brasil","Português","","","",0
